"record_id"	"batch_id"	"path"	"sha256"	"bytes"	"inventory_snapshot_git_status"	"effective_snapshot_git_status"	"inventory_material_role"	"document_class"	"source_type"	"current_applicability"	"history_or_derivation"	"approval_named_authorizer"	"approval_date"	"approval_scope"	"approval_version_binding"	"document_approval_state"	"atomic_requirement_extraction_route"	"evidence_or_conflict_pointers"	"investigation_pointer"	"route_class"	"candidate_group_id"
"R06-36"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-077-registration-model-version-not-published-reject.md"	"da811366d1adbade2e1f33d12ce84d8107589cbe4128b5ca5e0216e7b66dddf3"	"775"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；非 Published 拒绝候选; no test execution evidence"	"FR-025 AC-2 / UC-019"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；非 Published 拒绝候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:102"	"candidate"	"R06"
"R06-37"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-078-registration-duplicate-vehicle-id-reject.md"	"e5e79cf7b8318736d4176f5ea4d0500fce4e90a04ff5246e20ce7af9ab6fc8ec"	"668"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；车辆 ID 重复候选; no test execution evidence"	"FR-025 AC-3 / UC-019"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；车辆 ID 重复候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:103"	"candidate"	"R06"
"R06-38"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-079-registration-incomplete-config-reject.md"	"b2cca20f6f40b4054de29405ce22786f3d0c31ba1d9fb2bfc68f82394b1dbfa0"	"683"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；配置不完整候选; no test execution evidence"	"FR-025 AC-4 / UC-019"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；配置不完整候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:104"	"candidate"	"R06"
"R06-39"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-080-registration-atomic-creation-success.md"	"d2b9664b7404fd95e2ec03701b82cfb731c8db1ad554f4cc07a8fbf5451d47c0"	"1071"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；原子创建候选; no test execution evidence"	"FR-026 AC-1 / UC-019"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；原子创建候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:105"	"candidate"	"R06"
"R06-40"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-081-registration-rcs-query-fail-reject.md"	"a102487a63e11b82c9a9e07b264d2f3ce299107b1a91d35193f5746d3778ab42"	"708"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；RCS 查询失败候选; no test execution evidence"	"FR-026 AC-2 / UC-019"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；RCS 查询失败候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:106"	"candidate"	"R06"
"R06-41"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-082-enable-disable-immediate-disable-empty-queue.md"	"adb0d36146f4985d5a2f44321355dfaf744a3d701e4834dc72543aa9c2b21fe3"	"706"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；空队列立即禁用候选; no test execution evidence"	"FR-027 AC-1 / UC-013"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；空队列立即禁用候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:107"	"candidate"	"R06"
"R06-42"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-083-enable-disable-pending-then-auto-disable.md"	"f033fa8f0babe384eed036f75cb9b2fdc7aca5aeaa9762a370a16c12ec1996e7"	"893"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；待生效后自动禁用候选; no test execution evidence"	"FR-027 AC-2 / UC-013"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；待生效后自动禁用候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:108"	"candidate"	"R06"
"R06-43"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-084-enable-disable-enable-restore-normal.md"	"683e0d0d916fd193438685efcf8b838591064897161da0399206c365573af5a1"	"747"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；启用恢复候选; no test execution evidence"	"FR-027 AC-3 / UC-013"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；启用恢复候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:109"	"candidate"	"R06"
"R06-44"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-085-enable-disable-repeat-disable-ignore.md"	"789b5ddaa768752e998e1f8e8c3daa64c1079a3363f4ea9248b5484cb26124fd"	"682"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；重复禁用忽略候选; no test execution evidence"	"FR-027 AC-4 / UC-013"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；重复禁用忽略候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:110"	"candidate"	"R06"
"R06-45"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-086-enable-disable-invalid-enable-ignore.md"	"cc28039c452009b2c9b59dbabaf524878ae83c6562a241e9b235917bf7f39246"	"654"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；无效启用忽略候选; no test execution evidence"	"FR-027 AC-5 / UC-013"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；无效启用忽略候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:111"	"candidate"	"R06"
"R06-46"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-087-dispatch-profile-update-pass.md"	"f4d997034bfbe2bc8db17511a3cdafef1cc1863bdf4eaa7e7471662a1709bc3b"	"965"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；调度配置保存候选; no test execution evidence"	"FR-028 AC-1 / UC-020"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；调度配置保存候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:112"	"candidate"	"R06"
"R06-47"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-088-dispatch-profile-not-fully-stopped-reject.md"	"715551a312a263306b6307b07b1b0806dbdc38266699cfa8cc964b8959e2ca21"	"719"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；车辆未停用拒绝候选; no test execution evidence"	"FR-028 AC-2 / UC-020"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；车辆未停用拒绝候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:113"	"candidate"	"R06"
"R06-48"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-089-dispatch-profile-door-safety-fail-closed-reject.md"	"5ef2f3d46a6a5cec87ec40ace778b7d867ce9f3babca3592121e9f5a5af09944"	"713"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；安全状态 fail-closed 候选; no test execution evidence"	"FR-028 AC-3 / UC-020"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；安全状态 fail-closed 候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:114"	"candidate"	"R06"
"R06-49"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-090-dispatch-profile-config-conflict-reject.md"	"6ce1f21516df3e55b5907440de12516ce05c927826e36640b19ee8538654d4fe"	"654"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；配置冲突拒绝候选; no test execution evidence"	"FR-028 AC-4 / UC-020"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；配置冲突拒绝候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:115"	"candidate"	"R06"
"R06-50"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-091-archive-eligible-success.md"	"555341f71531a324b45db849c3fbdaf7193b42cb828a90a863bd16ef05d3d71f"	"891"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；归档成功候选; no test execution evidence"	"FR-029 AC-1 / UC-021"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；归档成功候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:116"	"candidate"	"R06"
"R06-51"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-092-archive-not-disabled-reject.md"	"6f2690e9ae7fc66d3783aaaf3181536f5be97b9723ad4068df4e68ffcadaa06c"	"608"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；未禁用拒绝归档候选; no test execution evidence"	"FR-029 AC-2 / UC-021"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；未禁用拒绝归档候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:117"	"candidate"	"R06"
"R06-52"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-093-archive-unfinished-business-reject.md"	"1f735080d9b0dcf89cd0eede67fdddd1b38e68796811cc73d635603f14d59d0c"	"644"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；未结束业务拒绝候选; no test execution evidence"	"FR-029 AC-3 / UC-021"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；未结束业务拒绝候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:118"	"candidate"	"R06"
"R06-53"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-094-archive-external-safety-fail-closed-reject.md"	"e7a01016267fad39c09464657f5fc80b3a6500fede342d8831843b3a4a7d8694"	"699"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；外部/安全状态拒绝候选; no test execution evidence"	"FR-029 AC-4 / UC-021"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；外部/安全状态拒绝候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:119"	"candidate"	"R06"
"R06-54"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-095-fleet-dashboard-normal-display.md"	"52e962bede21aab659c516c46291703eeed0bf20b935e831e5588cade57c0856"	"962"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；车队看板正常展示候选; no test execution evidence"	"FR-030 AC-1 / UC-022"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；车队看板正常展示候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:120"	"candidate"	"R06"
"R06-55"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-096-fleet-dashboard-rcs-status-fail-stale.md"	"dde18ee6291fc84fc5f31ea8519cd09481fa7fcda593023a256a874abd84272e"	"753"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；外部状态过期/未知候选; no test execution evidence"	"FR-030 AC-2 / UC-022"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；外部状态过期/未知候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:121"	"candidate"	"R06"
"R06-56"	"R06"	"requirement-documents/05-test-cases/03-agv-fleet-management/tc-097-fleet-dashboard-io-safety-status-fail-unknown.md"	"c231ce3548ff3696ac8f5dc2cd46eef4801c6acaaa042702acf55b95388bb44c"	"740"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-A"	"unapproved-internal-derived-test-case-draft"	"A；IO/安全未知候选; no test execution evidence"	"FR-030 AC-3 / UC-022"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-decomposition-deduplication-source-review-and-explicit-approval"	"A；IO/安全未知候选; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:122"	"candidate"	"R06"
"R06-57"	"R06"	"requirement-documents/05-test-cases/04-transport-task-dispatch/README.md"	"9442e09e92d04f4e25e719e60e49f039bf9b79c7131a17160bccc30322e1659b"	"381"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-P"	"empty-test-domain-placeholder"	"P；无 FR/TC 的结构占位; no test execution evidence"	"repository test-library structure"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"P；无 FR/TC 的结构占位; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:128"	"excluded"	""
"R06-58"	"R06"	"requirement-documents/05-test-cases/05-agv-charging/README.md"	"9a629e7103a51c57c8ba8a3e19f44d6b1f9595c9b08ce505c454c5b5e014aafe"	"359"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-P"	"empty-test-domain-placeholder"	"P；无 FR/TC 的结构占位; no test execution evidence"	"repository test-library structure"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"P；无 FR/TC 的结构占位; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:129"	"excluded"	""
"R06-59"	"R06"	"requirement-documents/05-test-cases/06-area-station-mapping/README.md"	"642ba45e2f2394e4327963ca5b0cd10b0c25ea968d3e1c9fa5828888549b9a8d"	"375"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-P"	"empty-test-domain-placeholder"	"P；无 FR/TC 的结构占位; no test execution evidence"	"repository test-library structure"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"P；无 FR/TC 的结构占位; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:130"	"excluded"	""
"R06-60"	"R06"	"requirement-documents/05-test-cases/07-workflow-engine/README.md"	"9110537983578aa24fd15d1cf3a3369538ff517d7605a6c81d0ac50fd90b3cfd"	"365"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-P"	"empty-test-domain-placeholder"	"P；无 FR/TC 的结构占位; no test execution evidence"	"repository test-library structure"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"P；无 FR/TC 的结构占位; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:131"	"excluded"	""
"R06-61"	"R06"	"requirement-documents/05-test-cases/08-user-and-access/README.md"	"3266d7e620cd930201eb29501b075678466c0382354d747365dddfcbedf25acb"	"365"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-P"	"empty-test-domain-placeholder"	"P；无 FR/TC 的结构占位; no test execution evidence"	"repository test-library structure"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"P；无 FR/TC 的结构占位; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:132"	"excluded"	""
"R06-62"	"R06"	"requirement-documents/05-test-cases/09-logs-and-audit/README.md"	"3ee2efc19521e7f411d9e1ba648135ea55711756b2b6e1772472d0bb71396a8a"	"363"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-P"	"empty-test-domain-placeholder"	"P；无 FR/TC 的结构占位; no test execution evidence"	"repository test-library structure"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"P；无 FR/TC 的结构占位; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:133"	"excluded"	""
"R06-63"	"R06"	"requirement-documents/05-test-cases/10-safety-and-interlock/README.md"	"9f56e1f3c2dd2b41a4b3ded116b0db9bdfd74132fae9c54d8cca878b86bb73cc"	"375"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-P"	"empty-test-domain-placeholder"	"P；无 FR/TC 的结构占位; no test execution evidence"	"repository test-library structure"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"P；无 FR/TC 的结构占位; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:134"	"excluded"	""
"R06-64"	"R06"	"requirement-documents/05-test-cases/11-agv-parking/README.md"	"7bc32cd2196cf0d04434309554384996750e6c5839c64084833a36fb14d0de74"	"357"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-P"	"empty-test-domain-placeholder"	"P；无 FR/TC 的结构占位; no test execution evidence"	"repository test-library structure"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"P；无 FR/TC 的结构占位; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:135"	"excluded"	""
"R06-65"	"R06"	"requirement-documents/05-test-cases/README.md"	"43c3c0dd4dffd28ea1ea8d655ebab3df2632c290b1fa0e8f696476d7d265f41a"	"3785"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R06-I"	"test-library-index-and-writing-rule"	"I；测试目录规范与批次索引，不形成验收义务; no test execution evidence"	"repository test-library structure"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"I；测试目录规范与批次索引，不形成验收义务; retain upstream FR/UC/BR pointers and R06 overlap/drift findings; execution evidence remains separate"	"R06-slot-hardware-fleet-test-cases.md:136"	"excluded"	""
"R07-01"	"R07"	"requirement-documents/06-traceability/classification-rules.md"	"920256d9b19b140068ecce41f23cac19df224511d3d4852fddf2ab742cc3a8f9"	"6860"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"**派生分类/归档规则，非需求**。可用于当前写作归档，但 FR 数量表已漏 FR-031；后续对规则本身与“现有文件清单”分开维护。"	"internal-classification-and-archiving-rule"	"**派生分类/归档规则，非需求**。可用于当前写作归档，但 FR 数量表已漏 FR-031；后续对规则本身与“现有文件清单”分开维护。"	"`type/status: reference`；来源是仓库当时目录/frontmatter 结构；无业务批准对象、无授权范围"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"`type/status: reference`；来源是仓库当时目录/frontmatter 结构；无业务批准对象、无授权范围; **派生分类/归档规则，非需求**。可用于当前写作归档，但 FR 数量表已漏 FR-031；后续对规则本身与“现有文件清单”分开维护。; preserve dynamic-query-versus-snapshot and metric-TBD boundaries"	"R07-traceability-and-nonfunctional-requirements.md:21"	"excluded"	""
"R07-02"	"R07"	"requirement-documents/06-traceability/traceability-matrix.md"	"65ce992234ace5f97251fe5a1894a5f1f419c0ed935f0ea5157cf82592673b78"	"2881"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"**派生追溯查询/矩阵定义，非需求或批准记录**。可用于发现缺链，但“有链接”不证明上游或下游已批准。"	"derived-dynamic-traceability-query-definition"	"**派生追溯查询/矩阵定义，非需求或批准记录**。可用于发现缺链，但“有链接”不证明上游或下游已批准。"	"来源是五类文档 frontmatter；页面只定义 Dataview 查询与缺口查询，不保存生成结果；无批准"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"来源是五类文档 frontmatter；页面只定义 Dataview 查询与缺口查询，不保存生成结果；无批准; **派生追溯查询/矩阵定义，非需求或批准记录**。可用于发现缺链，但“有链接”不证明上游或下游已批准。; preserve dynamic-query-versus-snapshot and metric-TBD boundaries"	"R07-traceability-and-nonfunctional-requirements.md:22"	"excluded"	""
"R07-03"	"R07"	"requirement-documents/08-non-functional-requirements/auditability/nfr-002-audit-completeness-and-retention.md"	"0789acda32d62c2b29925179e0dc2af0e281218736ee78679baa48d911ab71c2"	"12500"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"**可独立判断的内部派生 NFR 候选**。按 FC-1 完整性、FC-2 留存、FC-3 可见延迟拆分；“关键操作”目录/最低字段集仍是初稿，180 天/5 分钟待确认；`related_tc: []`。"	"unapproved-internal-derived-nonfunctional-requirement-draft"	"**可独立判断的内部派生 NFR 候选**。按 FC-1 完整性、FC-2 留存、FC-3 可见延迟拆分；“关键操作”目录/最低字段集仍是初稿，180 天/5 分钟待确认；`related_tc: []`。"	"`draft/high/auditability`；Origin 指愿景可追溯目标、UC-034 查询导出及流程模板不得绕过审计；无具名质量/IT/客户批准，批准范围未建立"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-fit-criterion-level-decomposition-source-review-and-explicit-approval"	"`draft/high/auditability`；Origin 指愿景可追溯目标、UC-034 查询导出及流程模板不得绕过审计；无具名质量/IT/客户批准，批准范围未建立; **可独立判断的内部派生 NFR 候选**。按 FC-1 完整性、FC-2 留存、FC-3 可见延迟拆分；“关键操作”目录/最低字段集仍是初稿，180 天/5 分钟待确认；`related_tc: []`。; preserve dynamic-query-versus-snapshot and metric-TBD boundaries"	"R07-traceability-and-nonfunctional-requirements.md:23"	"candidate"	"R07"
"R07-04"	"R07"	"requirement-documents/08-non-functional-requirements/availability/nfr-001-service-availability.md"	"ed84af4491a902c822475a257597a4c85ca9ca40159f6038b33264859e78cb22"	"4259"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"**可独立判断的内部派生 NFR 候选**。按 FC-1 班次可用性与 FC-2 RTO 拆分；99.5%/15 分钟及外部依赖排除边界均待授权确认；`related_tc: []`。"	"unapproved-internal-derived-nonfunctional-requirement-draft"	"**可独立判断的内部派生 NFR 候选**。按 FC-1 班次可用性与 FC-2 RTO 拆分；99.5%/15 分钟及外部依赖排除边界均待授权确认；`related_tc: []`。"	"`draft/high/availability`；Origin 只指愿景“运行稳定/稳定完成场景”和现场连续作业分析；无客户 SLA、班次时窗、运维负责方或具名批准"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-fit-criterion-level-decomposition-source-review-and-explicit-approval"	"`draft/high/availability`；Origin 只指愿景“运行稳定/稳定完成场景”和现场连续作业分析；无客户 SLA、班次时窗、运维负责方或具名批准; **可独立判断的内部派生 NFR 候选**。按 FC-1 班次可用性与 FC-2 RTO 拆分；99.5%/15 分钟及外部依赖排除边界均待授权确认；`related_tc: []`。; preserve dynamic-query-versus-snapshot and metric-TBD boundaries"	"R07-traceability-and-nonfunctional-requirements.md:24"	"candidate"	"R07"
"R07-05"	"R07"	"requirement-documents/08-non-functional-requirements/compatibility/README.md"	"b3fbd1c4f5a998468993db8da99e61c40ef309d225caea195d763fd240710446"	"346"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"**空白分类占位/索引**；示例不形成需求。"	"empty-category-placeholder-or-library-index"	"**空白分类占位/索引**；示例不形成需求。"	"无 NFR 实例、无批准对象；只以 MES/RCS/RIOT/IO 为未来互操作性指标示例"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"无 NFR 实例、无批准对象；只以 MES/RCS/RIOT/IO 为未来互操作性指标示例; **空白分类占位/索引**；示例不形成需求。; preserve dynamic-query-versus-snapshot and metric-TBD boundaries"	"R07-traceability-and-nonfunctional-requirements.md:25"	"excluded"	""
