"RequirementId"	"Source"	"Title"	"OriginalScope"	"CandidateClassification"	"FinalClassification"	"FinalReason"	"DependencyChain"	"MisclassificationRisk"	"ControlServerImpact"	"OnboardHmiImpact"	"SharedProtocolImpact"	"DecisionBasis"
"REQ-0056"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0056"	"Host 轮询改为固定 60 秒 start-to-start 单飞调度。慢轮次不重叠、不补跑；连续失败使用…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但MesIngest Watch、历史与运维中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)确认最小保留部分。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误删可能让MesIngest Watch、历史与运维出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0057"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0057"	"Watch 自动刷新继续沿用按视图隔离、单飞、不排队、最后成功窗口原子替换的状态机，但默认档位改为：Over…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的MesIngest Watch、历史与运维范围；不进入首期实现，但保留原基线身份并由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)最终逐条复核。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0058"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0058"	"Inspector 继续沿用既有 modeless 单窗口协调边界，不拥有 Host client、Time…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的MesIngest Watch、历史与运维范围；不进入首期实现，但保留原基线身份并由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)最终逐条复核。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0059"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0059"	"读取模块在物理上分成 Current Read Model 与 Historical/Frozen Read…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的MesIngest Watch、历史与运维范围；不进入首期实现，但保留原基线身份并由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)最终逐条复核。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0060"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0060"	"历史路径必须按单对象或稳定页有界。服务端负责筛选、精确计数、稳定排序、keyset cursor 和历史边界…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的MesIngest Watch、历史与运维范围；不进入首期实现，但保留原基线身份并由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)最终逐条复核。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0061"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0061"	"冻结列表、分面、计数、详情和原始证据读取必须绑定同一 HistoryEpoch 与 ProjectionCo…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的MesIngest Watch、历史与运维范围；不进入首期实现，但保留原基线身份并由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)最终逐条复核。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0062"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0062"	"DemandRawObservation 的 RawObservationAvailabilityWindo…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的MesIngest Watch、历史与运维范围；不进入首期实现，但保留原基线身份并由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)最终逐条复核。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0063"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0063"	"当前物化状态和活跃 DemandSeries 的结构化图不按年龄拆散。RetentionEligibleDe…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的MesIngest Watch、历史与运维范围；不进入首期实现，但保留原基线身份并由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)最终逐条复核。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0064"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0064"	"历史过期使用 410 MES_INGEST_HISTORY_EXPIRED，并返回最早可用 Host UTC…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的MesIngest Watch、历史与运维范围；不进入首期实现，但保留原基线身份并由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)最终逐条复核。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0065"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0065"	"ArchivedDemandKeyTombstone 是唯一允许永久保留的已清理 MesIngest 业务记…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的MesIngest Watch、历史与运维范围；不进入首期实现，但保留原基线身份并由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)最终逐条复核。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0066"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0066"	"清理单个 Series 的原子边界固定为：同一事务内幂等写墓碑，再删除该 Series 完整详细历史图，再提…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的MesIngest Watch、历史与运维范围；不进入首期实现，但保留原基线身份并由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)最终逐条复核。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0067"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0067"	"Host 以单实例后台清理器每小时运行。批次行数、单次时间预算和检查间隔是运维配置，不改变 30 天领域语义…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的MesIngest Watch、历史与运维范围；不进入首期实现，但保留原基线身份并由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)最终逐条复核。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0068"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0068"	"清理器必须幂等、可取消、失败可续且轮询优先。清理失败进入 Current Attention；只有卷空间达到…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的MesIngest Watch、历史与运维范围；不进入首期实现，但保留原基线身份并由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)最终逐条复核。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0069"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0069"	"存储监控针对数据库实际数据卷。低于 15% 产生严重告警；低于 10% 在查询 MES 之前进入 Stora…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"首期延后"	"MVP 交互／安全依赖"	"MesIngest 数据卷低空间门禁决定目录是否仍可作为当前执行来源；MVP 不建设该监控面，但不得绕过其暂停结果。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"过早纳入会扩大首期和联调面；若后续证明它是安全/验收必要链却未升级，则会形成隐藏缺口。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0070"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0070"	"StoragePressurePause 期间 Watch 诊断与历史读取继续服务，ExternallyRe…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"首期延后"	"MVP 交互／安全依赖"	"StoragePressurePause 时执行承诺读取必须以 503 fail-closed；ControlServer 不得沿用旧目录受理 Demand。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"过早纳入会扩大首期和联调面；若后续证明它是安全/验收必要链却未升级，则会形成隐藏缺口。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0071"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0071"	"MesIngestLocalAdministration 是数据库主机上的本地 CLI/PowerShell…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"首期延后"	"MVP 交互／安全依赖"	"暂停恢复与 HistoryResetAcknowledgement 属 MesIngest 本地管理边界；MVP 只消费其受审计结果，不实现远程恢复旁路。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"过早纳入会扩大首期和联调面；若后续证明它是安全/验收必要链却未升级，则会形成隐藏缺口。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0072"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0072"	"新库固定 SIMPLE 恢复且无数据库备份。系统仍监控 LDF 大小、增长与 log reuse wait；…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"首期延后"	"首期延后"	"复核 02～11 票最终决议后保留候选结论：该条属于长期MesIngest Watch、历史与运维能力或完整治理面，指定单车、单图、单 Demand 试运行无需先实现；若后续决策证明进入必要链再升级。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"过早纳入会扩大首期和联调面；若后续证明它是安全/验收必要链却未升级，则会形成隐藏缺口。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0073"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0073"	"计划空库切换与不可恢复重建都创建新 HistoryEpoch。非计划重建因墓碑身份丢失必须保持外部当前读取 …"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"首期延后"	"MVP 交互／安全依赖"	"重建产生新 HistoryEpoch 且未确认时禁止外部当前读取，是最终重读和跨纪元防重成立的上游门禁。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"过早纳入会扩大首期和联调面；若后续证明它是安全/验收必要链却未升级，则会形成隐藏缺口。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0074"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0074"	"所有 snapshot、cursor、目录条件身份和 API 响应都携带或绑定 HistoryEpoch。旧…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"首期延后"	"MVP 直接必须"	"Demand 发现、最终重读、AcceptedDemandSnapshot 与重启对账都必须绑定 HistoryEpoch，旧纪元缓存和快照不得复用。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"过早纳入会扩大首期和联调面；若后续证明它是安全/验收必要链却未升级，则会形成隐藏缺口。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0075"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0075"	"DemandRawObservation 主要聚集与非聚集索引在正式 schema 中默认 PAGE 压缩；…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"首期延后"	"首期延后"	"复核 02～11 票最终决议后保留候选结论：该条属于长期MesIngest Watch、历史与运维能力或完整治理面，指定单车、单图、单 Demand 试运行无需先实现；若后续决策证明进入必要链再升级。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"过早纳入会扩大首期和联调面；若后续证明它是安全/验收必要链却未升级，则会形成隐藏缺口。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0076"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0076"	"当前投影字段、筛选列、索引键和临时结构使用经真实数据验证的有界类型。DemandRawObservation…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"首期延后"	"首期延后"	"复核 02～11 票最终决议后保留候选结论：该条属于长期MesIngest Watch、历史与运维能力或完整治理面，指定单车、单图、单 Demand 试运行无需先实现；若后续决策证明进入必要链再升级。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"过早纳入会扩大首期和联调面；若后续证明它是安全/验收必要链却未升级，则会形成隐藏缺口。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0077"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0077"	"首版不建设 ObservationPayload、ObservationSet 或 Span 内容寻址层。只…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"首期延后"	"首期延后"	"复核 02～11 票最终决议后保留候选结论：该条属于长期MesIngest Watch、历史与运维能力或完整治理面，指定单车、单图、单 Demand 试运行无需先实现；若后续决策证明进入必要链再升级。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"过早纳入会扩大首期和联调面；若后续证明它是安全/验收必要链却未升级，则会形成隐藏缺口。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0078"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0078"	"同时提升 NewMesIngestContract 的精确 contractVersion 与 schema…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但MesIngest Watch、历史与运维中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)确认最小保留部分。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误删可能让MesIngest Watch、历史与运维出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0079"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0079"	"Host、Watch 与 reference consumer 必须以精确版本整包切换。任何 contrac…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：精确 contractVersion 整包兼容是 ControlServer 接入真实 MesIngest 的直接拒绝门禁。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误删会使MesIngest Watch、历史与运维主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0080"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0080"	"新库不迁移旧当前投影、PollTrace、DemandRawObservation、DemandSeries…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"首期延后"	"首期延后"	"复核 02～11 票最终决议后保留候选结论：该条属于长期MesIngest Watch、历史与运维能力或完整治理面，指定单车、单图、单 Demand 试运行无需先实现；若后续决策证明进入必要链再升级。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"过早纳入会扩大首期和联调面；若后续证明它是安全/验收必要链却未升级，则会形成隐藏缺口。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0081"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0081"	"切换顺序固定为：只读重建旧环境反馈环；在独立空库验证新包、快速容量预测和加速并发稳定性；按风险信号或用户明确…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"首期延后"	"首期延后"	"复核 02～11 票最终决议后保留候选结论：该条属于长期MesIngest Watch、历史与运维能力或完整治理面，指定单车、单图、单 Demand 试运行无需先实现；若后续决策证明进入必要链再升级。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"过早纳入会扩大首期和联调面；若后续证明它是安全/验收必要链却未升级，则会形成隐藏缺口。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
"REQ-0082"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0082"	"MesIngestCutoverRun 必须由唯一 CutoverRunId 标识，且全部门禁、证据与删除属…"	"8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界"	"首期延后"	"首期延后"	"复核 02～11 票最终决议后保留候选结论：该条属于长期MesIngest Watch、历史与运维能力或完整治理面，指定单车、单图、单 Demand 试运行无需先实现；若后续决策证明进入必要链再升级。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"过早纳入会扩大首期和联调面；若后续证明它是安全/验收必要链却未升级，则会形成隐藏缺口。"	"仅在试运行门禁中消费健康/契约身份。"	"无 MesIngestWatch 页面实现。"	"通常无；健康身份只在诊断证据中引用。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
