cluster_id	representative_candidate_id	member_count	batch_count	source_count	relation_types	review_dispositions	applicable_scopes	version_scope_pointers	member_candidate_ids	representative_statement	review_note
SC-0187	R01-A1198	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1198,R01-A2130	同一子批号可对应多个花篮，每篮占一个仓位；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0188	R01-A1203	2	1	2	semantic-near-review	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1203,R01-A2135	六类任务含义见第 3.4 节。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0189	R01-A1204	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1204,R01-A2136	取货必须在任务声明的起点完成；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0190	R01-A1206	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1206,R01-A2138	AGV 到达焊线/键合机台且条件允许时，可「送一批、取一批」。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0191	R01-A1207	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1207,R01-A2139	关卡与三光任务互斥；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0192	R01-A1208	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1208,R01-A2140	第 5 类优先级最高，并与 BR-001 的上下游等待规则配合。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0193	R01-A1209	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1209,R01-A2141	本章按业务领域说明现场与系统如何协作。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0194	R01-A1210	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1210,R01-A2142	每个场景给出目标、正常情况、异常与处理，以及讨论用的待确认问题。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0195	R01-A1211	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1211,R01-A2143	**目标：** AGV 到站后，现场操作员扫描（或手动输入）子批号，系统打开空闲仓位，操作员放入完工产品并关门，完成起点站装载。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0196	R01-A1212	89	1	2	exact-text-duplicate,normalized-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations | dispatch-and-fleet,onboard-and-site-operations		R01-A1212,R01-A1236,R01-A1248,R01-A1263,R01-A1287,R01-A1304,R01-A1324,R01-A1344,R01-A1362,R01-A1374,R01-A1388,R01-A1403,R01-A1415,R01-A1427,R01-A1437,R01-A1448,R01-A1463,R01-A1477,R01-A1492,R01-A1505,R01-A1515,R01-A1525,R01-A1539,R01-A1563,R01-A1581,R01-A1592,R01-A1611,R01-A1629,R01-A1644,R01-A1659,R01-A1677,R01-A1693,R01-A1708,R01-A1721,R01-A1733,R01-A1746,R01-A1763,R01-A1776,R01-A1789,R01-A1805,R01-A1817,R01-A1829,R01-A1841,R01-A1857,R01-A1871,R01-A2144,R01-A2169,R01-A2184,R01-A2195,R01-A2217,R01-A2234,R01-A2252,R01-A2268,R01-A2280,R01-A2294,R01-A2309,R01-A2321,R01-A2333,R01-A2343,R01-A2354,R01-A2368,R01-A2382,R01-A2397,R01-A2410,R01-A2420,R01-A2430,R01-A2444,R01-A2467,R01-A2483,R01-A2492,R01-A2511,R01-A2529,R01-A2544,R01-A2559,R01-A2577,R01-A2593,R01-A2608,R01-A2621,R01-A2633,R01-A2646,R01-A2663,R01-A2676,R01-A2689,R01-A2705,R01-A2717,R01-A2729,R01-A2741,R01-A2757,R01-A2771	**正常情况：**	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0197	R01-A1213	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1213,R01-A2145	操作员已完成本次到站的身份核验并建立操作会话。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0198	R01-A1214	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1214,R01-A2146	扫描或输入子批号；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0199	R01-A1215	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1215,R01-A2147	系统确认存在未完成、未取消的本地搬运任务，且该任务属于本次派车范围（允许装载相邻站点、已纳入本趟的任务）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0200	R01-A1216	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1216,R01-A2148	系统确认有足够空闲仓位（不含已禁用仓位），在确认车辆未在移动后开锁开门。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0201	R01-A1217	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1217,R01-A2149	操作员确认仓内为空后放入产品并关门；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0202	R01-A1218	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1218,R01-A2150	光幕确认仓内确有产品；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0203	R01-A1219	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1219,R01-A2151	仓位记为已占用并关联子批号。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0204	R01-A1222	2	1	2	exact-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1222,R01-A2155	第一个仓门成功打开后，即使 MES 侧记录随后消失，也不再自动取消该任务。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0205	R01-A1223	88	1	2	exact-text-duplicate,normalized-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations | dispatch-and-fleet,onboard-and-site-operations		R01-A1223,R01-A1243,R01-A1276,R01-A1296,R01-A1313,R01-A1333,R01-A1354,R01-A1368,R01-A1380,R01-A1395,R01-A1408,R01-A1420,R01-A1431,R01-A1442,R01-A1454,R01-A1470,R01-A1483,R01-A1498,R01-A1509,R01-A1520,R01-A1533,R01-A1549,R01-A1572,R01-A1586,R01-A1601,R01-A1616,R01-A1635,R01-A1650,R01-A1667,R01-A1688,R01-A1700,R01-A1715,R01-A1727,R01-A1739,R01-A1756,R01-A1770,R01-A1784,R01-A1797,R01-A1812,R01-A1824,R01-A1836,R01-A1848,R01-A1863,R01-A1879,R01-A2156,R01-A2176,R01-A2188,R01-A2206,R01-A2224,R01-A2242,R01-A2261,R01-A2274,R01-A2286,R01-A2301,R01-A2314,R01-A2326,R01-A2337,R01-A2348,R01-A2359,R01-A2375,R01-A2388,R01-A2403,R01-A2414,R01-A2425,R01-A2438,R01-A2454,R01-A2474,R01-A2486,R01-A2501,R01-A2516,R01-A2535,R01-A2550,R01-A2567,R01-A2588,R01-A2600,R01-A2615,R01-A2627,R01-A2639,R01-A2656,R01-A2670,R01-A2684,R01-A2697,R01-A2712,R01-A2724,R01-A2736,R01-A2748,R01-A2763,R01-A2779	**异常与处理：**	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0206	R01-A1224	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1224,R01-A2157	子批号无有效任务、格式错误，或任务已完成/已取消：拒绝装载，提示核对后重试。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0207	R01-A1225	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1225,R01-A2158	任务不属于本次派车范围：拒绝分配仓位，提示是否扫错或联系班组长协调。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0208	R01-A1226	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1226,R01-A2159	空闲仓位不足：提示等待释放或联系班组长/仓位维护人员。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0209	R01-A1227	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1227,R01-A2160	开锁失败：仓位异常锁定，有其他空仓则改仓；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0210	R01-A1228	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations,equipment-agreement-and-acceptance		R01-A1228,R01-A2161	否则联系设备维护。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0211	R01-A1229	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1229,R01-A2162	打开后发现仓内已有物：异常锁定并核实后再恢复。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0212	R01-A1230	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1230,R01-A2163	长时间不关门：超时告警提醒关门。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0213	R01-A1231	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1231,R01-A2164	关门后光幕未检测到产品：要求重开确认并补放。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0214	R01-A1232	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1232,R01-A2165	关门后发现放错或数量不符：走「取出存错产品」纠错后再装。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0215	R01-A1233	87	1	2	exact-text-duplicate,normalized-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations | dispatch-and-fleet,onboard-and-site-operations		R01-A1233,R01-A1260,R01-A1284,R01-A1301,R01-A1319,R01-A1338,R01-A1371,R01-A1382,R01-A1398,R01-A1411,R01-A1423,R01-A1433,R01-A1444,R01-A1456,R01-A1472,R01-A1488,R01-A1501,R01-A1511,R01-A1522,R01-A1535,R01-A1560,R01-A1577,R01-A1589,R01-A1604,R01-A1621,R01-A1638,R01-A1653,R01-A1671,R01-A1690,R01-A1705,R01-A1718,R01-A1730,R01-A1741,R01-A1760,R01-A1772,R01-A1786,R01-A1802,R01-A1814,R01-A1826,R01-A1838,R01-A1852,R01-A1866,R01-A1881,R01-A2166,R01-A2181,R01-A2192,R01-A2214,R01-A2228,R01-A2247,R01-A2265,R01-A2277,R01-A2288,R01-A2304,R01-A2317,R01-A2329,R01-A2339,R01-A2350,R01-A2361,R01-A2377,R01-A2393,R01-A2406,R01-A2416,R01-A2427,R01-A2440,R01-A2464,R01-A2479,R01-A2489,R01-A2504,R01-A2520,R01-A2538,R01-A2553,R01-A2571,R01-A2590,R01-A2605,R01-A2618,R01-A2630,R01-A2641,R01-A2660,R01-A2672,R01-A2686,R01-A2702,R01-A2714,R01-A2726,R01-A2738,R01-A2752,R01-A2766,R01-A2781	**待确认：**	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0216	R01-A1234	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1234,R01-A2167	仓门长时间不关时，除现场告警外是否还需自动升级（标记任务异常、通知班组长等）及阈值。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0217	R01-A1238	2	2	2	semantic-near-review	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations | site-operation-and-slot-closure		R01-A1238,R03-A0173	若仍有尚未开始的待装任务，界面显示「结束本站将取消剩余 N 个任务」并要求二次确认；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0218	R01-A1258	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1258,R01-A2179	误点确认：系统不支持撤销；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0219	R01-A1259	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1259,R01-A2180	需联系班组长做后续补救（另排任务等）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0220	R01-A1261	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1261,R01-A2182	无（误确认后的补救流程属现场管理约定，不在本场景系统流程内）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0221	R01-A1264	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1264,R01-A2185	调度侧到站状态已被本系统监控流程确认并传递到站事件。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0222	R01-A1265	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-site-operation-and-stop-closure | dispatch-and-fleet,onboard-and-site-operations		R01-A1265,R04-A0448	车辆概览分别显示运行、通信与业务就绪、当前作业、安全与联锁；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0223	R01-A1268	2	2	2	normalized-text-duplicate	approval-candidate-not-approved	8005-site-operation-and-stop-closure | dispatch-and-fleet,onboard-and-site-operations		R01-A1268,R04-A0438	复合停靠时两类同时显示。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0224	R01-A1272	2	1	2	semantic-near-review	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1272,R01-A2187	操作面板自动跳转到本站作业界面（操作员在本场景中无需操作，只需感知界面变化）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0225	R01-A1277	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1277,R01-A2189	到站前的调度下发、导航、轮询通信异常由派车与监控相关场景处理；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0226	R01-A1278	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1278,R01-A2190	本场景起点已是「到站已确认」。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0227	R01-A1285	2	1	2	semantic-near-review	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1285,R01-A2193	本地状态更新、业务快照应用或界面跳转失败时的现场提示与恢复方式。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0228	R01-A1297	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-site-operation-and-stop-closure | dispatch-and-fleet,onboard-and-site-operations		R01-A1297,R04-A0203	本站已经 StopClosureCommit：拒绝普通 LoadCorrection，即使车辆因发车失败仍在原地也不重新开放；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0229	R01-A1302	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1302,R01-A2215	任务已确认完成后才发现存错时的退料/异常处理流程（是否单独建场景）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0230	R01-A1320	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1320,R01-A2230	若该任务已向调度下发移动指令，取消后是否联动向调度发取消、以及调度队列如何清理。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0231	R01-A1321	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1321,R01-A2231	与「应搬物料实际不存在」类状态判定的边界是否需再统一表述。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0232	R01-A1322	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1322,R01-A2232	**目标：** AGV 到达终点站后，系统自动打开「目标站为本站且已占用」的仓位，操作员取出产品放到现场位置（烘箱、氮气柜、机台等）；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0233	R01-A1323	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1323,R01-A2233	不扫码（货已在车上、任务已明确）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0234	R01-A1328	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1328,R01-A2236	操作员核对仓内产品与记录一致后取出并放到现场，关门；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0235	R01-A1329	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1329,R01-A2237	光幕确认仓内已空，仓位恢复空闲。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0236	R01-A1332	2	1	2	exact-text-duplicate	hold-for-hitl-conflict-decision	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1332,R01-A2241	当前阶段任务完成只保存在本系统，不回写 MES。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0237	R01-A1334	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1334,R01-A2243	开锁失败：该仓异常锁定，其他待取仓不受影响；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0238	R01-A1335	3	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations,equipment-agreement-and-acceptance		R01-A1335,R01-A2210,R01-A2244	联系设备维护后重试。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0239	R01-A1336	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1336,R01-A2245	打开后无货或与记录不符：异常锁定并核实原因后再处理。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0240	R01-A1337	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1337,R01-A2246	关门后光幕仍检测到残留：转入「取料不彻底时重新打开仓位」处理，取尽后再继续。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0241	R01-A1339	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1339,R01-A2248	确认完成后才发现拿错/漏拿时，是否需要类似起点站纠错的重新打开流程（产品可能已离车）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0242	R01-A1340	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1340,R01-A2249	是否存在「到站后发现本站暂不收这批货」的取消场景（概率预期较低）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0243	R01-A1355	2	1	2	exact-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1355,R01-A2262	身份不存在或 MES 无法返回结果：不建会话，提示核验失败（不暴露是否账号不存在等细节）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0244	R01-A1356	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1356,R01-A2263	身份有效但岗位权限不足：不建会话，提示权限不足，联系班组长或有权限人员。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0245	R01-A1361	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1361,R01-A2267	**目标：** 终点取料关门后，若光幕仍检测到仓内有货，系统要求重新开门取尽残留，直至光幕确认清空，再回到正常取料流程。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0246	R01-A1363	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1363,R01-A2269	系统提示「取出未完成」，在确认车辆未移动后重新开门。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0247	R01-A1364	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1364,R01-A2270	操作员取出残留并关门；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0248	R01-A1365	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1365,R01-A2271	光幕确认清空后，仓位恢复为空闲，记录本次处理，返回终点取料流程继续。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0249	R01-A1366	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1366,R01-A2272	由光幕自动触发，不提供操作员主动「重开」入口；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0250	R01-A1367	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1367,R01-A2273	复用当前操作会话，不重复验身。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0251	R01-A1369	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1369,R01-A2275	再次关门后仍检测到残留：继续要求重开，直至清空；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0252	R01-A1370	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations,equipment-agreement-and-acceptance		R01-A1370,R01-A2276	反复失败时上报班组长或设备维护，排查光幕误报或产品卡滞。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0253	R01-A1372	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1372,R01-A2278	无（关门且光幕已通过之后才发现问题的处理，不在本场景范围）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0254	R01-A1373	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1373,R01-A2279	**目标：** 班组长或生产管理者随时查看各车全部仓位的实时状态，辅助现场协调与异常发现。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0255	R01-A1375	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1375,R01-A2281	打开看板，按车/仓位列出空闲、已占用、异常锁定、已禁用等状态。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0256	R01-A1376	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1376,R01-A2282	展示仓门开关状态及光幕读取结果。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0257	R01-A1377	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1377,R01-A2283	已占用仓位同时显示子批号、任务号、目标站、任务状态。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0258	R01-A1378	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1378,R01-A2284	支持定时或手动刷新；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0259	R01-A1379	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1379,R01-A2285	可按车、站点或状态筛选。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0260	R01-A1381	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1381,R01-A2287	刷新时服务异常：提示刷新失败，保留上次成功数据并标注最后刷新时间，持续重试。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0261	R01-A1383	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1383,R01-A2289	展示字段清单、界面布局、自动刷新周期。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0262	R01-A1384	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1384,R01-A2290	是否按车间/产线过滤可见范围。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0263	R01-A1385	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1385,R01-A2291	已禁用仓位在看板上的展示方式。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0264	R01-A1386	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1386,R01-A2292	**目标：** 将空闲仓位标记为不可用，避免业务流程再分配装货；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0265	R01-A1387	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1387,R01-A2293	或恢复为可用。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0266	R01-A1389	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1389,R01-A2295	在仓位列表中选择一个或多个仓位，执行禁用或启用。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0267	R01-A1390	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1390,R01-A2296	仅当仓位为「空闲」时可禁用；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0268	R01-A1391	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1391,R01-A2297	已占用或异常锁定则跳过并提示。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0269	R01-A1392	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1392,R01-A2298	仅当仓位为「已禁用」时可启用，恢复为空闲。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
