"candidate_id"	"batch_id"	"source_record_id"	"source_path"	"source_sha256"	"exact_location"	"section_path"	"statement_text"	"source_context"	"statement_fingerprint"	"candidate_class"	"source_claim_status"	"applicable_scope"	"baseline_route"	"duplicate_or_derivation"	"conflict_pointer"	"approval_state"	"approval_gap"
"R02-A0057"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"lines 5-9"	"1. 业务需求 Business requirements > 1.2 业务机会 Business oppotunity"	"因此人员需要在车间内往复穿梭。"	"产品指正在生产流转的半导体产品或半成品，如芯片批次、料盒等。 物料指生产过程中使用或配套搬运的材料、辅料、载具等。 目前半导体封装车间内产品从上一工序到下一个工序的搬运主要靠人工通过小推车进行搬运，这种人工搬运的方式需要人员长期在机台附近进行巡逻，寻找需要搬运到下一个工序的产品，然后搬运到自己的小推车上，再搬到下一个工序的位置或者对产品进行暂存，人员还要需要兼顾从暂存点搬运产品到机台上的任务。因此人员需要在车间内往复穿梭。半导体产品的重量相对比较沉重，人员搬运产品容易疲劳，且有摔料风险(即产品摔倒地上，导致整批产品报废)。如果使用机器人进行产品搬运，能极大减轻人员负担，同时降低搬运时的风险。 车间里还需要对机台进行物料的更替，由于半导体产线的机台数量多且杂，1-2个物料员可能需要负责几十个机台的物料发放；产线里物料的发放需要机台OP到达物料间才能索取物料，并非物料员直接派送物料到机台，因此获取物料对机台OP也是一种人力负担；如果使用机器人进行物料派送，那可以减少物料员和机台OP的人员负担，同时优化物料派送流程。 部署机器人系统后，人员只需要呆在指定位置，让机器人实现产品和物料的收取和派送，无需人员再进行跑动作业。"	"007fa3a9853b9cf9efa4bc27d26c326564137fb5922127445ecfeac73781c606"	"business-context-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0058"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"lines 5-9"	"1. 业务需求 Business requirements > 1.2 业务机会 Business oppotunity"	"半导体产品的重量相对比较沉重，人员搬运产品容易疲劳，且有摔料风险(即产品摔倒地上，导致整批产品报废)。"	"产品指正在生产流转的半导体产品或半成品，如芯片批次、料盒等。 物料指生产过程中使用或配套搬运的材料、辅料、载具等。 目前半导体封装车间内产品从上一工序到下一个工序的搬运主要靠人工通过小推车进行搬运，这种人工搬运的方式需要人员长期在机台附近进行巡逻，寻找需要搬运到下一个工序的产品，然后搬运到自己的小推车上，再搬到下一个工序的位置或者对产品进行暂存，人员还要需要兼顾从暂存点搬运产品到机台上的任务。因此人员需要在车间内往复穿梭。半导体产品的重量相对比较沉重，人员搬运产品容易疲劳，且有摔料风险(即产品摔倒地上，导致整批产品报废)。如果使用机器人进行产品搬运，能极大减轻人员负担，同时降低搬运时的风险。 车间里还需要对机台进行物料的更替，由于半导体产线的机台数量多且杂，1-2个物料员可能需要负责几十个机台的物料发放；产线里物料的发放需要机台OP到达物料间才能索取物料，并非物料员直接派送物料到机台，因此获取物料对机台OP也是一种人力负担；如果使用机器人进行物料派送，那可以减少物料员和机台OP的人员负担，同时优化物料派送流程。 部署机器人系统后，人员只需要呆在指定位置，让机器人实现产品和物料的收取和派送，无需人员再进行跑动作业。"	"bdd730345a65cb4c343085984951ec404d7e3b5026dcf7eb54d68fe4c325907c"	"business-context-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0059"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"lines 5-9"	"1. 业务需求 Business requirements > 1.2 业务机会 Business oppotunity"	"如果使用机器人进行产品搬运，能极大减轻人员负担，同时降低搬运时的风险。"	"产品指正在生产流转的半导体产品或半成品，如芯片批次、料盒等。 物料指生产过程中使用或配套搬运的材料、辅料、载具等。 目前半导体封装车间内产品从上一工序到下一个工序的搬运主要靠人工通过小推车进行搬运，这种人工搬运的方式需要人员长期在机台附近进行巡逻，寻找需要搬运到下一个工序的产品，然后搬运到自己的小推车上，再搬到下一个工序的位置或者对产品进行暂存，人员还要需要兼顾从暂存点搬运产品到机台上的任务。因此人员需要在车间内往复穿梭。半导体产品的重量相对比较沉重，人员搬运产品容易疲劳，且有摔料风险(即产品摔倒地上，导致整批产品报废)。如果使用机器人进行产品搬运，能极大减轻人员负担，同时降低搬运时的风险。 车间里还需要对机台进行物料的更替，由于半导体产线的机台数量多且杂，1-2个物料员可能需要负责几十个机台的物料发放；产线里物料的发放需要机台OP到达物料间才能索取物料，并非物料员直接派送物料到机台，因此获取物料对机台OP也是一种人力负担；如果使用机器人进行物料派送，那可以减少物料员和机台OP的人员负担，同时优化物料派送流程。 部署机器人系统后，人员只需要呆在指定位置，让机器人实现产品和物料的收取和派送，无需人员再进行跑动作业。"	"c8504c084a1893413647a16a64ddae80a580c8d8a5673a222f006a4b83ae211b"	"business-context-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0060"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"lines 5-9"	"1. 业务需求 Business requirements > 1.2 业务机会 Business oppotunity"	"车间里还需要对机台进行物料的更替，由于半导体产线的机台数量多且杂，1-2个物料员可能需要负责几十个机台的物料发放；"	"产品指正在生产流转的半导体产品或半成品，如芯片批次、料盒等。 物料指生产过程中使用或配套搬运的材料、辅料、载具等。 目前半导体封装车间内产品从上一工序到下一个工序的搬运主要靠人工通过小推车进行搬运，这种人工搬运的方式需要人员长期在机台附近进行巡逻，寻找需要搬运到下一个工序的产品，然后搬运到自己的小推车上，再搬到下一个工序的位置或者对产品进行暂存，人员还要需要兼顾从暂存点搬运产品到机台上的任务。因此人员需要在车间内往复穿梭。半导体产品的重量相对比较沉重，人员搬运产品容易疲劳，且有摔料风险(即产品摔倒地上，导致整批产品报废)。如果使用机器人进行产品搬运，能极大减轻人员负担，同时降低搬运时的风险。 车间里还需要对机台进行物料的更替，由于半导体产线的机台数量多且杂，1-2个物料员可能需要负责几十个机台的物料发放；产线里物料的发放需要机台OP到达物料间才能索取物料，并非物料员直接派送物料到机台，因此获取物料对机台OP也是一种人力负担；如果使用机器人进行物料派送，那可以减少物料员和机台OP的人员负担，同时优化物料派送流程。 部署机器人系统后，人员只需要呆在指定位置，让机器人实现产品和物料的收取和派送，无需人员再进行跑动作业。"	"d6654a50cce6cd245344367ef4808a69407fdc1e68bc886b2835355a6b02c8db"	"business-context-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0061"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"lines 5-9"	"1. 业务需求 Business requirements > 1.2 业务机会 Business oppotunity"	"产线里物料的发放需要机台OP到达物料间才能索取物料，并非物料员直接派送物料到机台，因此获取物料对机台OP也是一种人力负担；"	"产品指正在生产流转的半导体产品或半成品，如芯片批次、料盒等。 物料指生产过程中使用或配套搬运的材料、辅料、载具等。 目前半导体封装车间内产品从上一工序到下一个工序的搬运主要靠人工通过小推车进行搬运，这种人工搬运的方式需要人员长期在机台附近进行巡逻，寻找需要搬运到下一个工序的产品，然后搬运到自己的小推车上，再搬到下一个工序的位置或者对产品进行暂存，人员还要需要兼顾从暂存点搬运产品到机台上的任务。因此人员需要在车间内往复穿梭。半导体产品的重量相对比较沉重，人员搬运产品容易疲劳，且有摔料风险(即产品摔倒地上，导致整批产品报废)。如果使用机器人进行产品搬运，能极大减轻人员负担，同时降低搬运时的风险。 车间里还需要对机台进行物料的更替，由于半导体产线的机台数量多且杂，1-2个物料员可能需要负责几十个机台的物料发放；产线里物料的发放需要机台OP到达物料间才能索取物料，并非物料员直接派送物料到机台，因此获取物料对机台OP也是一种人力负担；如果使用机器人进行物料派送，那可以减少物料员和机台OP的人员负担，同时优化物料派送流程。 部署机器人系统后，人员只需要呆在指定位置，让机器人实现产品和物料的收取和派送，无需人员再进行跑动作业。"	"1c6c63ee2f2901e754b1b24e760b776e304e5661439188237e89da37137f0a7f"	"business-context-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0062"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"lines 5-9"	"1. 业务需求 Business requirements > 1.2 业务机会 Business oppotunity"	"如果使用机器人进行物料派送，那可以减少物料员和机台OP的人员负担，同时优化物料派送流程。"	"产品指正在生产流转的半导体产品或半成品，如芯片批次、料盒等。 物料指生产过程中使用或配套搬运的材料、辅料、载具等。 目前半导体封装车间内产品从上一工序到下一个工序的搬运主要靠人工通过小推车进行搬运，这种人工搬运的方式需要人员长期在机台附近进行巡逻，寻找需要搬运到下一个工序的产品，然后搬运到自己的小推车上，再搬到下一个工序的位置或者对产品进行暂存，人员还要需要兼顾从暂存点搬运产品到机台上的任务。因此人员需要在车间内往复穿梭。半导体产品的重量相对比较沉重，人员搬运产品容易疲劳，且有摔料风险(即产品摔倒地上，导致整批产品报废)。如果使用机器人进行产品搬运，能极大减轻人员负担，同时降低搬运时的风险。 车间里还需要对机台进行物料的更替，由于半导体产线的机台数量多且杂，1-2个物料员可能需要负责几十个机台的物料发放；产线里物料的发放需要机台OP到达物料间才能索取物料，并非物料员直接派送物料到机台，因此获取物料对机台OP也是一种人力负担；如果使用机器人进行物料派送，那可以减少物料员和机台OP的人员负担，同时优化物料派送流程。 部署机器人系统后，人员只需要呆在指定位置，让机器人实现产品和物料的收取和派送，无需人员再进行跑动作业。"	"5e90050c0f07d9676087d7347c51dedbc051ab556ce3c541a4b99f38044f099a"	"business-context-candidate"	"unknown-source-internal-synthesis"	"workflow-engine-and-governance"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0063"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"lines 5-9"	"1. 业务需求 Business requirements > 1.2 业务机会 Business oppotunity"	"部署机器人系统后，人员只需要呆在指定位置，让机器人实现产品和物料的收取和派送，无需人员再进行跑动作业。"	"产品指正在生产流转的半导体产品或半成品，如芯片批次、料盒等。 物料指生产过程中使用或配套搬运的材料、辅料、载具等。 目前半导体封装车间内产品从上一工序到下一个工序的搬运主要靠人工通过小推车进行搬运，这种人工搬运的方式需要人员长期在机台附近进行巡逻，寻找需要搬运到下一个工序的产品，然后搬运到自己的小推车上，再搬到下一个工序的位置或者对产品进行暂存，人员还要需要兼顾从暂存点搬运产品到机台上的任务。因此人员需要在车间内往复穿梭。半导体产品的重量相对比较沉重，人员搬运产品容易疲劳，且有摔料风险(即产品摔倒地上，导致整批产品报废)。如果使用机器人进行产品搬运，能极大减轻人员负担，同时降低搬运时的风险。 车间里还需要对机台进行物料的更替，由于半导体产线的机台数量多且杂，1-2个物料员可能需要负责几十个机台的物料发放；产线里物料的发放需要机台OP到达物料间才能索取物料，并非物料员直接派送物料到机台，因此获取物料对机台OP也是一种人力负担；如果使用机器人进行物料派送，那可以减少物料员和机台OP的人员负担，同时优化物料派送流程。 部署机器人系统后，人员只需要呆在指定位置，让机器人实现产品和物料的收取和派送，无需人员再进行跑动作业。"	"c7810745e497ee5ef24126877d9bb34de770dfe45573d48fcfe5f92ce5965d96"	"business-context-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0064"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 11"	"1. 业务需求 Business requirements > 1.3 业务目标 Business objectives"	"这个项目只有非财务业务目标(Nonfinancial business objetive):"	"这个项目只有非财务业务目标(Nonfinancial business objetive):"	"aceb508c281d668eac2df2cbc6aec4cee8ebadaf427d2e4f2f7702976a410f8b"	"business-objective-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0065"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 12"	"1. 业务需求 Business requirements > 1.3 业务目标 Business objectives"	"降低人工搬运强度，减少人员在车间内长距离、重复性搬运产品和物料。"	"降低人工搬运强度，减少人员在车间内长距离、重复性搬运产品和物料。"	"b8bea898685a4cec3cc2bafdf5c19121632a27daed2f2cdb358e10f74718f027"	"business-objective-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0066"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 13"	"1. 业务需求 Business requirements > 1.3 业务目标 Business objectives"	"降低搬运风险，减少人工搬运过程中的摔料、错放、漏送等问题。"	"降低搬运风险，减少人工搬运过程中的摔料、错放、漏送等问题。"	"3b45c21966bc7cfbe6c50beb2ace15a0c3ce43b7a2dafae2dd0504f59798611c"	"business-objective-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0067"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 14"	"1. 业务需求 Business requirements > 1.3 业务目标 Business objectives"	"提升搬运及时性，使产品和物料能更及时地送达下一工序、机台或暂存位置。"	"提升搬运及时性，使产品和物料能更及时地送达下一工序、机台或暂存位置。"	"cc8cad2c503f640baf52c6f6c79535198f4dd411ac906257d847435649139c68"	"business-objective-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0068"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 15"	"1. 业务需求 Business requirements > 1.3 业务目标 Business objectives"	"提升车间物流效率，规范产品和物料在不同区域之间的流转方式。"	"提升车间物流效率，规范产品和物料在不同区域之间的流转方式。"	"53184751cd6e85d085461022c473124990cdce325501001affe6589ca7a7b140"	"business-objective-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0069"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 16"	"1. 业务需求 Business requirements > 1.3 业务目标 Business objectives"	"提升搬运过程可追溯性，记录任务来源、起点、终点、执行时间和执行状态。"	"提升搬运过程可追溯性，记录任务来源、起点、终点、执行时间和执行状态。"	"3a9aca2c6ce73d8f657ee61c02085e4e944585e28a50e610b4b14ffcd46e5894"	"business-objective-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0070"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 17"	"1. 业务需求 Business requirements > 1.3 业务目标 Business objectives"	"减少人员在产线和机台区域之间频繁穿梭，降低现场管理和安全风险。"	"减少人员在产线和机台区域之间频繁穿梭，降低现场管理和安全风险。"	"8a01f57fa1f1a5f273271845d2b9e3b3c490ab73e12b8fa7b03efd369a22af87"	"business-objective-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0071"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 18"	"1. 业务需求 Business requirements > 1.3 业务目标 Business objectives"	"提高作业标准化程度，将搬运任务由人工经验驱动转为系统任务驱动。"	"提高作业标准化程度，将搬运任务由人工经验驱动转为系统任务驱动。"	"12c69390b38abedacf014423220d8fe02acc6c21a8c4900c5df1ebcd7d65e8ca"	"business-objective-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0072"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 19"	"1. 业务需求 Business requirements > 1.3 业务目标 Business objectives"	"支持后续自动化扩展，为后续与 MES、RCS、仓储系统等集成提供基础。"	"支持后续自动化扩展，为后续与 MES、RCS、仓储系统等集成提供基础。"	"3a900b7e6b291a306229d9e8cfc4b9dd6b6a0330ab3ff81bcc323161403f7f82"	"business-objective-candidate"	"unknown-source-internal-synthesis"	"MES-integration-and-transport-demand"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0073"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 21"	"1. 业务需求 Business requirements > 1.4 成功指标 Success metrics"	"机器人系统能够稳定完成产品收取、产品派送、物料派送等主要搬运场景。"	"机器人系统能够稳定完成产品收取、产品派送、物料派送等主要搬运场景。"	"52623e085d9ebb3232d1202a2b302b1c47c7ff29aa9e77e875d352d7c23f906e"	"success-metric-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-measurement-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding;measurement-definition;denominator;time-window;measurement-owner"
"R02-A0074"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 22"	"1. 业务需求 Business requirements > 1.4 成功指标 Success metrics"	"试运行期间，机器人搬运任务成功率达到 98% 以上。"	"试运行期间，机器人搬运任务成功率达到 98% 以上。"	"7f8af68927432780bc7abff21a19df67c7d832974014aa12d208389b700525b9"	"success-metric-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-measurement-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding;measurement-definition;denominator;time-window;measurement-owner"
"R02-A0075"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 23"	"1. 业务需求 Business requirements > 1.4 成功指标 Success metrics"	"试运行期间，因错送、漏送、任务失败导致的搬运异常率控制在 2% 以下。"	"试运行期间，因错送、漏送、任务失败导致的搬运异常率控制在 2% 以下。"	"a302127f8734f7774c530de4cd965750cd56daaf02c2ac7486c7ac1c6e792e47"	"success-metric-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-measurement-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding;measurement-definition;denominator;time-window;measurement-owner"
"R02-A0076"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 24"	"1. 业务需求 Business requirements > 1.4 成功指标 Success metrics"	"产品或物料搬运任务从产生到机器人开始执行的平均响应时间不超过 3 分钟。"	"产品或物料搬运任务从产生到机器人开始执行的平均响应时间不超过 3 分钟。"	"e00b6d820d7620f96d6efab24cf104893e7287e90ac4f40807dd12ea5a413016"	"success-metric-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-measurement-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding;measurement-definition;denominator;time-window;measurement-owner"
"R02-A0077"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 25"	"1. 业务需求 Business requirements > 1.4 成功指标 Success metrics"	"机台提出物料需求后，90% 以上的物料派送任务能在 10 分钟内送达。"	"机台提出物料需求后，90% 以上的物料派送任务能在 10 分钟内送达。"	"5a71477233a7048998dc67a81c1a692e2ec2540d9da9922036f08fc505906d2c"	"success-metric-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-measurement-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding;measurement-definition;denominator;time-window;measurement-owner"
"R02-A0078"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 26"	"1. 业务需求 Business requirements > 1.4 成功指标 Success metrics"	"所有机器人搬运任务都能记录任务编号、起点、终点、执行时间、执行状态等信息。"	"所有机器人搬运任务都能记录任务编号、起点、终点、执行时间、执行状态等信息。"	"f914bbf92df68f5c0dace98f11cbf0db54913b957cb26126cb4f1e2ce9bc6cda"	"success-metric-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-measurement-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding;measurement-definition;denominator;time-window;measurement-owner"
"R02-A0079"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 27"	"1. 业务需求 Business requirements > 1.4 成功指标 Success metrics"	"现场人员能够按照系统流程完成任务发起、收料、取料和异常处理。"	"现场人员能够按照系统流程完成任务发起、收料、取料和异常处理。"	"e368da86562b9b2cfcd0d42850da1866e4249ac926697a60222fe615b2b79d71"	"success-metric-candidate"	"unknown-source-internal-synthesis"	"workflow-engine-and-governance"	"needs-source-measurement-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding;measurement-definition;denominator;time-window;measurement-owner"
"R02-A0080"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 28"	"1. 业务需求 Business requirements > 1.4 成功指标 Success metrics"	"系统上线后，人工进入产线搬运产品和物料的频率明显减少。"	"系统上线后，人工进入产线搬运产品和物料的频率明显减少。"	"7c3906b2c4718cc546a9973622af8fb5d0658a14da658cb8d2df0b5de3549cb2"	"success-metric-candidate"	"unknown-source-internal-synthesis"	"8005-project-cross-domain"	"needs-source-measurement-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding;measurement-definition;denominator;time-window;measurement-owner"
"R02-A0081"	"R02"	"R02-08"	"requirement-documents/00-vision/vision-and-scope.md"	"c5dbdd400b9952e886ab2ef3e12f1ddcfafb7fb90175e9e366973d82f6912070"	"line 30"	"1. 业务需求 Business requirements > 1.5 愿景宣言 Vision Statement"	"对于需要在半导体封装车间内完成产品和物料流转的产线人员、物料员和现场管理人员，多仓位机器人搬运系统是一个面向车间内部物流的自动化搬运系统。"	"对于需要在半导体封装车间内完成产品和物料流转的产线人员、物料员和现场管理人员，多仓位机器人搬运系统是一个面向车间内部物流的自动化搬运系统。该系统能够提供产品收取、产品派送、物料派送和搬运任务记录能力，使产品和物料可以在工序、机台、暂存区之间更加及时、标准、可追溯地流转。系统上线后，可以减少人员在产线和机台区域之间的跑动作业，降低人工搬运带来的疲劳、摔料、错送、漏送等风险。不同于当前依靠人工巡线、小推车搬运和人工到物料间领取物料的方式，本系统通过机器人自动执行搬运任务，提升车间物流效率，并减轻现场人员搬运负担。"	"011dce5aa0ee01f22ffabb0a533557e0c70cb47c91ac827b0089f9356925b60c"	"business-vision-candidate"	"unknown-source-internal-synthesis"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-mixed-vision-draft; references:R02-07,R02-09"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
