review_id	candidate_id	batch_id	source_record_id	source_path	exact_location	section_path	statement_text	source_context	statement_fingerprint	original_candidate_class	original_baseline_route	original_review_disposition	original_conflict_pointer	original_approval_state	post_conflict_disposition	resolution_pointer	review_rationale	review_fingerprint
PCR-0059	R01-A0604	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 397	AGV系统业务与MES任务模型 > 8. 多仓位混装与路线卡控 > 8.1 已确认规则 > 尚未由“一车多 SUBLOT”自动确定的能力	一车多 SUBLOT 本身不等于任意混装：不同任务类型能否组合、途中停靠如何增删或换序、顺路取货允许造成多大配送延迟，仍由派车范围、路线和任务类型规则分别约束。	一车多 SUBLOT 本身不等于任意混装：不同任务类型能否组合、途中停靠如何增删或换序、顺路取货允许造成多大配送延迟，仍由派车范围、路线和任务类型规则分别约束。	bc6378c59a78430653ade3aadb0f4d95bd5b6473f3b23f440b86f2d850c0d92d	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	needs-atomic-reframing	issues/65-decide-composite-transport-zoning-and-multi-sublot-boundary.md	原声明混合多个业务后果、实现机制、历史状态或已决与未决部分，不能整体批准；相关原子问题已另行指向。	181555ed0a6d47a0f88c6fe1292b1d70260720b942751b6c49b0e7e574050bcb
PCR-0060	R01-A0722	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 576	AGV系统业务与MES任务模型 > 13. 待确认事项	按对开发阻塞程度分组。	按对开发阻塞程度分组。未确认前不得擅自假定为最终方案。	b24efe4a0cb75277451835acb709d7f31b1121b40a0c8797a7025a4978e6268b	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	43ed1759546018e30b52bb5c449f561e864507da381d24855a296f7d25bec2df
PCR-0061	R01-A0723	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 576	AGV系统业务与MES任务模型 > 13. 待确认事项	未确认前不得擅自假定为最终方案。	按对开发阻塞程度分组。未确认前不得擅自假定为最终方案。	4beeabae16b56139134ed33a725da03a0038b5684158d2d1ba227faaca06b6a8	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	f9a74031d202afb4a1e549736e889e11c29fbb753b8b910ee0419e32189a516b
PCR-0062	R01-A0724	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 580	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.1 开发前必须确认	当前无阻塞项。	当前无阻塞项。原有 5 项已在 2026-07-13 全部决策，详见 13.3；后续如出现新的开发前阻塞项，按同样方式记录到本节。	0710d26e20661e050a7c17f577f4fd67c24c380b207e4c199b92d2b191cbc6ad	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	3d653ed104468828c25483ffd58e4b1b45358e4851b86bf5d95273e1a6c9353f
PCR-0063	R01-A0725	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 580	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.1 开发前必须确认	原有 5 项已在 2026-07-13 全部决策，详见 13.3；	当前无阻塞项。原有 5 项已在 2026-07-13 全部决策，详见 13.3；后续如出现新的开发前阻塞项，按同样方式记录到本节。	a498ec2677c4b4e607b1ed7a634be04b895a19882b3ba90b72011cd0f3fbab12	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	27868decbc8822b734279944dd52e2acce31ac2024219667d9ddcc41fbc26a9d
PCR-0064	R01-A0726	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 580	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.1 开发前必须确认	后续如出现新的开发前阻塞项，按同样方式记录到本节。	当前无阻塞项。原有 5 项已在 2026-07-13 全部决策，详见 13.3；后续如出现新的开发前阻塞项，按同样方式记录到本节。	e5ed664c4971160157654fab3e02d7e82b07660ddf717d2064db721480448c4c	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	c40d7d203bad64bf038145e42478d7f6faf77a49b1efb5195e443442fc971dae
PCR-0065	R01-A0727	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 584	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	可先按已确认默认值推进只读接入与本地任务状态机，后续补齐配置即可：	可先按已确认默认值推进只读接入与本地任务状态机，后续补齐配置即可：	157d2c28996f6a64e1cbf58585a3b7dc03d6d812723bbdaf011ee9548e7066b1	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	a29cdf7d6b993e8ca4ac1b7f24598e7967f0971456daaf98fa9baffe80db4c58
PCR-0066	R01-A0728	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 586	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	**无车辆响应升级阈值**	**无车辆响应升级阈值**	a19fdfcd0048a45db77376f1749d8f6bcad781e487006c2d117b759cee1e54ac	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0047	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	05c79bc3bdcfec103f1e8dbbeb990386f3c21d93a88f8a2c4b1a8fb95a90b86e
PCR-0067	R01-A0729	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 587	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	1～3 分钟区间内的最终默认值（建议配置化，不写死）。	1～3 分钟区间内的最终默认值（建议配置化，不写死）。	b4c85bb5dac82a8a320444d6d17296501f5ac82d5db66cdf5963aa373142b828	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	graduate-hitl-question	issues/66-decide-dispatch-ranking-route-cost-and-no-response-escalation.md	问题已能按业务后果精确表述，并由《决定派车评分、路网成本与无车响应升级规则》统一承载；原声明保持未批准。	4a873fd25e478c5fb40be04e2043ebfc140cc65134011b6a6c1ecaedf9e7c40c
PCR-0068	R01-A0730	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 588	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	**除第 5 类外的优先级权重**	**除第 5 类外的优先级权重**	16b63520d9ce5beb644a5101951c7bb21d2a52b65d8aee9beb3dbf954953015b	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	47755ee54a99e1f015fd7eb0ea45088855a97de4e4773636d0e20cc288d5c9cf
PCR-0069	R01-A0731	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 589	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	第 5 类机台叫料已确认最高；	第 5 类机台叫料已确认最高；其余类型按 MES 时间、等待时长、顺路程度等如何组合仍待定。	00e08fe89d3bb5d7f8288676284fe7c4b2507dc5a2d53a28d9f406415406ac1d	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	312e332f97648136e21fa151518b04ff30f6cc3d913968ed6a3ab00688a6e455
PCR-0070	R01-A0732	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 589	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	其余类型按 MES 时间、等待时长、顺路程度等如何组合仍待定。	第 5 类机台叫料已确认最高；其余类型按 MES 时间、等待时长、顺路程度等如何组合仍待定。	6f7b649c393f7a1d0a632e2ff5a4754a50452ac0d4141b76699872f37b456bda	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	graduate-hitl-question	issues/66-decide-dispatch-ranking-route-cost-and-no-response-escalation.md	问题已能按业务后果精确表述，并由《决定派车评分、路网成本与无车响应升级规则》统一承载；原声明保持未批准。	4e96f147176cc86e020644c018f503ce78bbdba6b8009c8e329ad1c9967d983c
PCR-0071	R01-A0733	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 590	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	**顺路取货允许的最大配送延迟**	**顺路取货允许的最大配送延迟**	736836538ffc28a0ea6604501fb1f54ecc1fce2978c4cfa5b45b0db3092d467d	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0025	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	d7ab5f879da0c622c4fed71696f39e919d1da9ebf2f59e229b3e42cfb637e873
PCR-0072	R01-A0734	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 591	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	第一版确认一车可承载多个 SUBLOT（见 8.1）。	第一版确认一车可承载多个 SUBLOT（见 8.1）。多任务组合、停靠顺序和顺路取货须遵守 BR-001；尚未确定的延迟阈值和组合算法不得从“一车多 SUBLOT”自行推导。	268f5ce5b565e5b6299a6649fed8139ca07dde9e8c738795ebb954fec8a885db	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	422978cdcbb6255b1962d6525ee78d9d871cef2bf4864e9fc974cdb338067a22
PCR-0073	R01-A0735	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 591	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	多任务组合、停靠顺序和顺路取货须遵守 BR-001；	第一版确认一车可承载多个 SUBLOT（见 8.1）。多任务组合、停靠顺序和顺路取货须遵守 BR-001；尚未确定的延迟阈值和组合算法不得从“一车多 SUBLOT”自行推导。	753e276b1598a68f44993355b863020807066369c9e0427834b916862e626567	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	75087cc1926582f062b626ae66b7eba982e9c5a94e684d0074190d76ac6add9b
PCR-0074	R01-A0736	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 591	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	尚未确定的延迟阈值和组合算法不得从“一车多 SUBLOT”自行推导。	第一版确认一车可承载多个 SUBLOT（见 8.1）。多任务组合、停靠顺序和顺路取货须遵守 BR-001；尚未确定的延迟阈值和组合算法不得从“一车多 SUBLOT”自行推导。	3a52311b7592de4219127d627e47c4a74fd957b992ee7a62eb895f7a9bd74c81	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	b313fea603753569a1db2ee0361cd35ff867ad846ca25ee1881e48cc130e9550
PCR-0075	R01-A0737	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 592	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	**仓位规格配置**	**仓位规格配置**	174a046683dce35e6eaebad27ae2a4d3ec32b3a6b6e40931314ac65dbe0b834f	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	a0a6630cb2f661568214b5fec0a595077514c04cdf2d9ac9c7a8cb20614335e2
PCR-0076	R01-A0738	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 593	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	各车型仓位数量、尺寸、载重和兼容花篮类型；	各车型仓位数量、尺寸、载重和兼容花篮类型；当前车型暂定 8 仓，程序不得写死。	84e1d3701010e95a47193b9ad387caf1f7d3fb3ea91d2c82f4dee95b2477f4e7	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	needs-evidence-before-candidacy	mes/docs/AGV系统业务与MES任务模型.md	该记录要求目标环境、接口、字段、配置值或版本绑定事实；现有材料不足，不能由批准人猜测或由实现反推。	5f749e41e0f6486caa305b586716fc662f123e88598a8079b3c381a70fe16760
PCR-0077	R01-A0739	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 593	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	当前车型暂定 8 仓，程序不得写死。	各车型仓位数量、尺寸、载重和兼容花篮类型；当前车型暂定 8 仓，程序不得写死。	0858722f955243de5d31cf28b85f6ffde967c532aa4e475d2f0d65467ecdd0d5	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	covered-by-approved-decision	issues/35-supply-slot-hardware-and-field-signal-evidence.md	8005 全部 AGV 当前为八仓，且未来车型不得直接继承该绑定。	2549c4404b3f074b4288bd527b204a54c223dda6b0f7d33d9a4ff00a99fb6834
PCR-0078	R01-A0740	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 594	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	**AREA 映射治理增强**	**AREA 映射治理增强**	cf57bb8d893411a7f77f072398e938ac42a1884db29ea35fd0150f33868d1630	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	cff65a40d5f262c05b5c25426ef0691bbe6776f3f71841ff50e9d67308c50592
PCR-0079	R01-A0741	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 595	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	未来是否增加审批流与版本回滚；	未来是否增加审批流与版本回滚；当前方案为：不设审批流，采用二次认证、版本化生效和完整审计。	ee913669f6d97ef05885b512dddffda2eca5d195494b8570c929b98984b6b9b6	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	out-of-current-destination	map.md#Out-of-scope	未来 AREA 审批流增强超出首个当前基线的现时边界。	555367dc43817ceb29e3399e35918884c508cf7a0bedaecac6f565927d1cd284
PCR-0080	R01-A0742	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 595	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	当前方案为：不设审批流，采用二次认证、版本化生效和完整审计。	未来是否增加审批流与版本回滚；当前方案为：不设审批流，采用二次认证、版本化生效和完整审计。	b19194ab822cce0598bb4608dc3f712ec2b19cd8add0f660c521f6c453b832e0	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	569679fb235317686feb11f2c52a0c082452c0bea4616492721ef31189858bce
PCR-0081	R01-A0743	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 596	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	**封装对照表覆盖范围**	**封装对照表覆盖范围**	4e1386d84b0d4260a9ce97628251d42763463f4342cfdb71446d7cf9953ad3cd	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	8d803405da8bc7ba0f34685a46fc5aa94c72d94a97a0d716208691319a2cf814
PCR-0082	R01-A0744	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 597	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	[`../reference/package-basket-capacity.md`](../reference/package-basket-capacity.md) 是否覆盖全部 `PACKAGE` 取值；	[`../reference/package-basket-capacity.md`](../reference/package-basket-capacity.md) 是否覆盖全部 `PACKAGE` 取值；V1 未覆盖时按 9.3 报错并阻止开门，不得使用默认值。活跃样本不能称为全集，覆盖率与全集发现分别见 [`active-package-coverage`](../experiments/definitions/active-package-coverage/plan.md) 和 [`package-universe-discovery`](../experiments/definitions/package-universe-discovery/plan.md)。	62b0b6c0cb346b1ae76cff1a9136563fa2c968f696a4feac73391214e76e551f	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	needs-evidence-before-candidacy	mes/docs/AGV系统业务与MES任务模型.md	该记录要求目标环境、接口、字段、配置值或版本绑定事实；现有材料不足，不能由批准人猜测或由实现反推。	1e4bc0c5f9a238b47db5d7b209668b1b560a95422f1a4ede9adbef91f5451f9c
PCR-0083	R01-A0745	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 597	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	V1 未覆盖时按 9.3 报错并阻止开门，不得使用默认值。	[`../reference/package-basket-capacity.md`](../reference/package-basket-capacity.md) 是否覆盖全部 `PACKAGE` 取值；V1 未覆盖时按 9.3 报错并阻止开门，不得使用默认值。活跃样本不能称为全集，覆盖率与全集发现分别见 [`active-package-coverage`](../experiments/definitions/active-package-coverage/plan.md) 和 [`package-universe-discovery`](../experiments/definitions/package-universe-discovery/plan.md)。	b7d094fc38eaae6370f0c6caeb82d10e5a2f8e8dc6b7302fa91f5c411f7955d7	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	2a1c4818a03d78b1499ac236dd0d3c15f7e83f236b2f28915387ad91c4f47e8c
PCR-0084	R01-A0746	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 597	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	活跃样本不能称为全集，覆盖率与全集发现分别见 [`active-package-coverage`](../experiments/definitions/active-package-coverage/plan.md) 和 [`package-universe-discovery`](../experiments/definitions/package-universe-discovery/plan.md)。	[`../reference/package-basket-capacity.md`](../reference/package-basket-capacity.md) 是否覆盖全部 `PACKAGE` 取值；V1 未覆盖时按 9.3 报错并阻止开门，不得使用默认值。活跃样本不能称为全集，覆盖率与全集发现分别见 [`active-package-coverage`](../experiments/definitions/active-package-coverage/plan.md) 和 [`package-universe-discovery`](../experiments/definitions/package-universe-discovery/plan.md)。	b33c6c3368b1783f324c50e38a559aba6fca35c182388d2277eb43e3057781ef	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	needs-evidence-before-candidacy	mes/docs/AGV系统业务与MES任务模型.md	该记录要求目标环境、接口、字段、配置值或版本绑定事实；现有材料不足，不能由批准人猜测或由实现反推。	79fe1a2659402cc0c5a3cf86d9d0b9ec3e79294241a917fa3430e9f6c8776a0f
PCR-0085	R01-A0747	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 598	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	**五个固定区域的具体 `station_name` 配置值**	**五个固定区域的具体 `station_name` 配置值**	72e31c629fa678a8802431fab5905a68723869daa6f22708bb3d4ad4029d9931	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	d1c495b57832d9498d5e13c3fe8f8f9ce84c4a92fc99effc27852bdbdd73d967
PCR-0086	R01-A0748	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 599	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	配置方式已确定为可动态修改的字符串 `station_name`（见 10.4），具体地图站点名由现场地图建好后填入配置，不阻塞当前开发。	配置方式已确定为可动态修改的字符串 `station_name`（见 10.4），具体地图站点名由现场地图建好后填入配置，不阻塞当前开发。	48248b34638e799df54c23f9d4d7fa8c77c07cb28fdac0fb7e562b084645adf4	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	needs-evidence-before-candidacy	mes/docs/AGV系统业务与MES任务模型.md	该记录要求目标环境、接口、字段、配置值或版本绑定事实；现有材料不足，不能由批准人猜测或由实现反推。	e0d267866912eaa7ad0fac1aaaf004e7c9019bbcc7ad8449ae3d1ad29b2cc7b8
PCR-0087	R01-A0749	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 600	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	**个别命名不规范站点的显式覆盖记录**	**个别命名不规范站点的显式覆盖记录**	c483d593165b63756d44bbc14103c680b8074aca189bbbf0b323dfc3d68e0827	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	bb1eeb13cce1b9e06fc2c53325994ea745fd558eed7ddd040aaf69f66a7e01f8
PCR-0088	R01-A0750	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 601	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	当 `station_name` 无法按“下划线分隔 + AREA 编码格式”规则自动拆分出 `area_code` 时，需要人工补充显式覆盖数据；	当 `station_name` 无法按“下划线分隔 + AREA 编码格式”规则自动拆分出 `area_code` 时，需要人工补充显式覆盖数据；数量和时间点待现场地图确定后再收集。	e008caf1d738011ee2e60a04ee290ffd145f0d16db8f30e4113a113284887e6d	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	88ab466777874f729722a70d57dcdb3c408c28a103fe665fdfb2cb2284bb0e21
PCR-0089	R01-A0751	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 601	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	数量和时间点待现场地图确定后再收集。	当 `station_name` 无法按“下划线分隔 + AREA 编码格式”规则自动拆分出 `area_code` 时，需要人工补充显式覆盖数据；数量和时间点待现场地图确定后再收集。	c443c9e81de3d65111667f201b41ca5c4b9d28308cebf377743bfe5dc1a25408	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	needs-evidence-before-candidacy	mes/docs/AGV系统业务与MES任务模型.md	该记录要求目标环境、接口、字段、配置值或版本绑定事实；现有材料不足，不能由批准人猜测或由实现反推。	fb8cad3f44fb364deaba91fecb41af8e19bca2c47da7696ac20f2992ab429fb5
PCR-0090	R01-A0752	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 602	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	**与 [[uc-024-maintain-area-station-mapping|UC-024]]、[[br-003-area-station-mapping|BR-003]] 的口径统一**	**与 [[uc-024-maintain-area-station-mapping|UC-024]]、[[br-003-area-station-mapping|BR-003]] 的口径统一**	3d2852dc7c4a06cadbbb80af445b0bd52487b721f883e069e9c166924d735f7c	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	c524c2db4951a760c21e689de4ed1e241733d1d855e993f87022a65717831f7d
PCR-0091	R01-A0753	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 603	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	现行 UC-024/BR-003 描述的是人工维护、版本化、二次认证的显式映射模型；	现行 UC-024/BR-003 描述的是人工维护、版本化、二次认证的显式映射模型；本文档第 10 节改为“地图同步 + 命名规则自动派生”为默认路径。两者需要后续合并到同一份正式需求文档，明确人工维护范围仅限少量显式覆盖记录。	3cc34d4adec0a60a1e8a3b0d5135ab56499457ea2b2ae9ef7278a541ad8fe636	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	CF-R01-003	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	ffb35c78ce511a77df61e39d2bdcb5fd262142a0c880a83dbe82c7cf16641447
PCR-0092	R01-A0754	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 603	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	本文档第 10 节改为“地图同步 + 命名规则自动派生”为默认路径。	现行 UC-024/BR-003 描述的是人工维护、版本化、二次认证的显式映射模型；本文档第 10 节改为“地图同步 + 命名规则自动派生”为默认路径。两者需要后续合并到同一份正式需求文档，明确人工维护范围仅限少量显式覆盖记录。	4c58f1815d319aa4ba85988a68dab987f78103e2d0975556c60361fa1224748d	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	CF-R01-003	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	ef6cccc37d92fbc40bddb69e56dc586bcb946ed212b10606ad79747609e2a1ed
PCR-0093	R01-A0755	R01	R01-05	mes/docs/AGV系统业务与MES任务模型.md	line 603	AGV系统业务与MES任务模型 > 13. 待确认事项 > 13.2 可边开发边定	两者需要后续合并到同一份正式需求文档，明确人工维护范围仅限少量显式覆盖记录。	现行 UC-024/BR-003 描述的是人工维护、版本化、二次认证的显式映射模型；本文档第 10 节改为“地图同步 + 命名规则自动派生”为默认路径。两者需要后续合并到同一份正式需求文档，明确人工维护范围仅限少量显式覆盖记录。	7faec989d07c2de6a682e478b929cf4e96691ed0119d92029f7b77ea5bddc8fb	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	CF-R01-003	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	61782e6d3e9c41c737380669050a56019a6b5ab8ea803c751d81bcb9a4178264
