relation_id	relation_type	left_candidate_id	right_candidate_id	left_batch_id	right_batch_id	left_source_record_id	right_source_record_id	semantic_score	trigram_dice	bigram_dice	identifier_jaccard	scope_relation	version_relation	shared_identifiers	review_action
REL-00418	exact-text-duplicate	R01-A1500	R01-A2405	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00419	exact-text-duplicate	R01-A1502	R01-A2407	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00420	exact-text-duplicate	R01-A1503	R01-A2408	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00421	exact-text-duplicate	R01-A1506	R01-A2411	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00422	exact-text-duplicate	R01-A1507	R01-A2412	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00423	exact-text-duplicate	R01-A1508	R01-A2413	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00424	exact-text-duplicate	R01-A1510	R01-A2415	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00425	exact-text-duplicate	R01-A1512	R01-A2417	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00426	exact-text-duplicate	R01-A1513	R01-A2418	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00427	exact-text-duplicate	R01-A1516	R01-A2421	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00428	exact-text-duplicate	R01-A1517	R01-A2422	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00429	exact-text-duplicate	R01-A1518	R01-A2423	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00430	exact-text-duplicate	R01-A1519	R01-A2424	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00431	exact-text-duplicate	R01-A1521	R01-A2426	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00432	exact-text-duplicate	R01-A1523	R01-A2428	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00433	exact-text-duplicate	R01-A1526	R01-A2431	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00434	exact-text-duplicate	R01-A1527	R01-A2432	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00435	exact-text-duplicate	R01-A1528	R01-A2433	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00436	exact-text-duplicate	R01-A1529	R01-A2434	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00437	exact-text-duplicate	R01-A1530	R01-A1685	R01	R01	R01-13	R01-13	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00438	exact-text-duplicate	R01-A1530	R01-A2435	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00439	exact-text-duplicate	R01-A1530	R01-A2585	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00440	exact-text-duplicate	R01-A1531	R01-A2436	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00441	exact-text-duplicate	R01-A1532	R01-A2437	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00442	exact-text-duplicate	R01-A1534	R01-A2439	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00443	exact-text-duplicate	R01-A1536	R01-A2441	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00444	exact-text-duplicate	R01-A1537	R01-A2442	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00445	exact-text-duplicate	R01-A1541	R01-A2446	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00446	exact-text-duplicate	R01-A1542	R01-A2447	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00447	exact-text-duplicate	R01-A1543	R01-A2448	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00448	exact-text-duplicate	R01-A1544	R01-A2449	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00449	exact-text-duplicate	R01-A1545	R01-A2450	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00450	exact-text-duplicate	R01-A1546	R01-A2127	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00451	exact-text-duplicate	R01-A1546	R01-A2451	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00452	exact-text-duplicate	R01-A1547	R01-A2452	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00453	exact-text-duplicate	R01-A1548	R01-A2453	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00454	exact-text-duplicate	R01-A1550	R01-A2455	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00455	exact-text-duplicate	R01-A1551	R01-A2456	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00456	exact-text-duplicate	R01-A1552	R01-A2457	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00457	exact-text-duplicate	R01-A1553	R01-A2458	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00458	exact-text-duplicate	R01-A1554	R01-A2459	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00459	exact-text-duplicate	R01-A1555	R01-A2460	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00460	exact-text-duplicate	R01-A1558	R01-A2462	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00461	exact-text-duplicate	R01-A1559	R01-A2463	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00462	exact-text-duplicate	R01-A1564	R01-A2468	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00463	exact-text-duplicate	R01-A1565	R01-A2469	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00464	exact-text-duplicate	R01-A1566	R01-A2470	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00465	exact-text-duplicate	R01-A1567	R01-A2471	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00466	exact-text-duplicate	R01-A1568	R01-A1878	R01	R01	R01-13	R01-13	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00467	exact-text-duplicate	R01-A1568	R01-A2472	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00468	exact-text-duplicate	R01-A1568	R01-A2778	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00469	exact-text-duplicate	R01-A1569	R01-A2473	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00470	exact-text-duplicate	R01-A1573	R01-A2475	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00471	exact-text-duplicate	R01-A1574	R01-A2476	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00472	exact-text-duplicate	R01-A1575	R01-A2477	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00473	exact-text-duplicate	R01-A1576	R01-A2478	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00474	exact-text-duplicate	R01-A1578	R01-A2480	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00475	exact-text-duplicate	R01-A1579	R01-A2481	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00476	exact-text-duplicate	R01-A1582	R01-A2484	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00477	exact-text-duplicate	R01-A1585	R01-A2485	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00478	exact-text-duplicate	R01-A1587	R01-A2487	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00479	exact-text-duplicate	R01-A1588	R01-A2488	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00480	exact-text-duplicate	R01-A1590	R01-A2490	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00481	exact-text-duplicate	R01-A1593	R01-A2493	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00482	exact-text-duplicate	R01-A1594	R01-A2494	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00483	exact-text-duplicate	R01-A1595	R01-A2495	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00484	exact-text-duplicate	R01-A1596	R01-A2496	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00485	exact-text-duplicate	R01-A1597	R01-A2497	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00486	exact-text-duplicate	R01-A1598	R01-A2498	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00487	exact-text-duplicate	R01-A1599	R01-A2499	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00488	exact-text-duplicate	R01-A1600	R01-A2500	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00489	exact-text-duplicate	R01-A1602	R01-A2502	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00490	exact-text-duplicate	R01-A1603	R01-A2503	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00491	exact-text-duplicate	R01-A1605	R01-A2505	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00492	exact-text-duplicate	R01-A1606	R01-A2506	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00493	exact-text-duplicate	R01-A1607	R01-A2507	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00494	exact-text-duplicate	R01-A1608	R01-A2508	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00495	exact-text-duplicate	R01-A1609	R01-A2509	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00496	exact-text-duplicate	R01-A1612	R01-A2512	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00497	exact-text-duplicate	R01-A1613	R01-A2513	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00498	exact-text-duplicate	R01-A1614	R01-A2514	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00499	exact-text-duplicate	R01-A1615	R01-A2515	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00500	exact-text-duplicate	R01-A1617	R01-A2517	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00501	exact-text-duplicate	R01-A1618	R01-A2518	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00502	exact-text-duplicate	R01-A1622	R01-A2521	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00503	exact-text-duplicate	R01-A1623	R01-A2522	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00504	exact-text-duplicate	R01-A1624	R01-A2523	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00505	exact-text-duplicate	R01-A1625	R01-A2524	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00506	exact-text-duplicate	R01-A1626	R01-A2525	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00507	exact-text-duplicate	R01-A1627	R01-A2527	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00508	exact-text-duplicate	R01-A1630	R01-A2530	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00509	exact-text-duplicate	R01-A1631	R01-A2531	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00510	exact-text-duplicate	R01-A1632	R01-A2532	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00511	exact-text-duplicate	R01-A1633	R01-A2533	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00512	exact-text-duplicate	R01-A1634	R01-A2534	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00513	exact-text-duplicate	R01-A1636	R01-A2536	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00514	exact-text-duplicate	R01-A1637	R01-A2537	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00515	exact-text-duplicate	R01-A1639	R01-A2539	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00516	exact-text-duplicate	R01-A1640	R01-A2540	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00517	exact-text-duplicate	R01-A1641	R01-A2541	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00518	exact-text-duplicate	R01-A1642	R01-A2542	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00519	exact-text-duplicate	R01-A1645	R01-A2545	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00520	exact-text-duplicate	R01-A1646	R01-A2546	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00521	exact-text-duplicate	R01-A1647	R01-A2547	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00522	exact-text-duplicate	R01-A1648	R01-A2548	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00523	exact-text-duplicate	R01-A1649	R01-A2549	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00524	exact-text-duplicate	R01-A1651	R01-A2551	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00525	exact-text-duplicate	R01-A1652	R01-A2552	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00526	exact-text-duplicate	R01-A1654	R01-A2554	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00527	exact-text-duplicate	R01-A1655	R01-A2555	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00528	exact-text-duplicate	R01-A1656	R01-A2556	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00529	exact-text-duplicate	R01-A1658	R01-A2558	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00530	exact-text-duplicate	R01-A1660	R01-A2560	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00531	exact-text-duplicate	R01-A1661	R01-A2561	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00532	exact-text-duplicate	R01-A1662	R01-A2562	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00533	exact-text-duplicate	R01-A1663	R01-A2563	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00534	exact-text-duplicate	R01-A1664	R01-A2564	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00535	exact-text-duplicate	R01-A1665	R01-A2565	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00536	exact-text-duplicate	R01-A1666	R01-A2566	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00537	exact-text-duplicate	R01-A1668	R01-A2568	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00538	exact-text-duplicate	R01-A1669	R01-A2569	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00539	exact-text-duplicate	R01-A1670	R01-A2570	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00540	exact-text-duplicate	R01-A1672	R01-A2572	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00541	exact-text-duplicate	R01-A1674	R01-A2574	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00542	exact-text-duplicate	R01-A1675	R01-A2575	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00543	exact-text-duplicate	R01-A1678	R01-A2578	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00544	exact-text-duplicate	R01-A1679	R01-A2579	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00545	exact-text-duplicate	R01-A1680	R01-A2580	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00546	exact-text-duplicate	R01-A1681	R01-A2581	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00547	exact-text-duplicate	R01-A1682	R01-A2582	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00548	exact-text-duplicate	R01-A1683	R01-A2583	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00549	exact-text-duplicate	R01-A1684	R01-A2584	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00550	exact-text-duplicate	R01-A1686	R01-A2586	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00551	exact-text-duplicate	R01-A1687	R01-A2587	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00552	exact-text-duplicate	R01-A1689	R01-A2589	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00553	exact-text-duplicate	R01-A1691	R01-A1706	R01	R01	R01-13	R01-13	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00554	exact-text-duplicate	R01-A1691	R01-A1719	R01	R01	R01-13	R01-13	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00555	exact-text-duplicate	R01-A1691	R01-A1731	R01	R01	R01-13	R01-13	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00556	exact-text-duplicate	R01-A1691	R01-A1761	R01	R01	R01-13	R01-13	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00557	exact-text-duplicate	R01-A1691	R01-A1787	R01	R01	R01-13	R01-13	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00558	exact-text-duplicate	R01-A1691	R01-A1827	R01	R01	R01-13	R01-13	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00559	exact-text-duplicate	R01-A1691	R01-A2591	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00560	exact-text-duplicate	R01-A1691	R01-A2606	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00561	exact-text-duplicate	R01-A1691	R01-A2619	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00562	exact-text-duplicate	R01-A1691	R01-A2631	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00563	exact-text-duplicate	R01-A1691	R01-A2661	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00564	exact-text-duplicate	R01-A1691	R01-A2687	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00565	exact-text-duplicate	R01-A1691	R01-A2727	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00566	exact-text-duplicate	R01-A1694	R01-A2594	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00567	exact-text-duplicate	R01-A1695	R01-A2595	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00568	exact-text-duplicate	R01-A1696	R01-A2596	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00569	exact-text-duplicate	R01-A1697	R01-A2597	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00570	exact-text-duplicate	R01-A1698	R01-A2598	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00571	exact-text-duplicate	R01-A1699	R01-A2599	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
