candidate_id	batch_id	source_record_id	source_path	source_sha256	exact_location	section_path	statement_text	source_context	statement_fingerprint	candidate_class	source_claim_status	applicable_scope	baseline_route	duplicate_or_derivation	conflict_pointer	approval_state	approval_gap	exact_text_sha256	semantic_normalized_sha256	exact_text_cluster_id	normalized_text_cluster_id	semantic_review_cluster_id	relation_to_cluster_representative	review_disposition	approval_batch_id	graduate_conflict_pointers	version_scope_pointers
R02-A0576	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 72	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 4. 输入、输出与审计	流程实例、模板版本/快照校验值、步骤实例、步骤类型和顺序号。	流程实例、模板版本/快照校验值、步骤实例、步骤类型和顺序号。	254e2cb42bdc84d1590a6f4d2f666fc39b05747a85efb52f100309cf9b7560ca	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	254e2cb42bdc84d1590a6f4d2f666fc39b05747a85efb52f100309cf9b7560ca	7dc5e24748106989fd84ced72610e3822282686d5e2560c4386b57118b4049d1				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0577	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 73	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 4. 输入、输出与审计	输入快照及其来源；	输入快照及其来源；敏感字段应脱敏或使用安全引用，不得把凭据写入日志。	6b8b1af69a580f889e9e92dc24cab67b0b9b52043ffd4f78da888497d66bd1e2	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	6b8b1af69a580f889e9e92dc24cab67b0b9b52043ffd4f78da888497d66bd1e2	aab0e2a8fc4dca274f42a47b93e599b845712c65d03f2710a56d3a3ee5e9d995				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0578	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 73	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 4. 输入、输出与审计	敏感字段应脱敏或使用安全引用，不得把凭据写入日志。	输入快照及其来源；敏感字段应脱敏或使用安全引用，不得把凭据写入日志。	6e5c0c3bac195cc16e2d67ee9ecbc1049e92350e13fd80c811e5467d565eae0e	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	6e5c0c3bac195cc16e2d67ee9ecbc1049e92350e13fd80c811e5467d565eae0e	17d8b43a6333c4df319fa7311a756dc4c90ba14973a057b11e21c02fbf4a789f				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0579	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 74	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 4. 输入、输出与审计	条件跳过的条件定义、参与判断的值和判断结果。	条件跳过的条件定义、参与判断的值和判断结果。	45f2ac904a0a3fc1a4315e383dc8963b2c66c592b2aa1e428f8fefe3d7dfca94	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	45f2ac904a0a3fc1a4315e383dc8963b2c66c592b2aa1e428f8fefe3d7dfca94	1d77596aca146fc1743b49d1012babf01d1e8e1e5a0a6c9968be23f82c065c96				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0580	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 75	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 4. 输入、输出与审计	幂等键、尝试次数、开始/结束时间、执行主体。	幂等键、尝试次数、开始/结束时间、执行主体。	2aa170a7ac369c01b14d6a79766697a4580b07a27a73913ab4e6b96bd0b7de1d	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	2aa170a7ac369c01b14d6a79766697a4580b07a27a73913ab4e6b96bd0b7de1d	9a3140ba9ff57cf9b9cdf7e32719da88759144e618b6e30eb9cb24812bd660b5				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0581	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 76	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 4. 输入、输出与审计	输出或外部响应摘要、标准化结果、错误码和错误信息。	输出或外部响应摘要、标准化结果、错误码和错误信息。	f55317960d7f51201f0cbcf619f4f4fe3c883956d957f4b97c0ee78240124496	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	f55317960d7f51201f0cbcf619f4f4fe3c883956d957f4b97c0ee78240124496	1830f1b4ca6f1708f0a74cca4609c564755c9757b2ca6c73099e9ad39b1c282d				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0582	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 77	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 4. 输入、输出与审计	状态迁移、重试决定、等待事件、超时结果和下一步骤。	状态迁移、重试决定、等待事件、超时结果和下一步骤。	dfc744e00cdfa32285fed61595ab17db735e9148c1423d264a11d29a93cb0a10	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	dfc744e00cdfa32285fed61595ab17db735e9148c1423d264a11d29a93cb0a10	4c480d3b0ab5f180ca097cfac6afcfabcc089e2b029f45b1fc8ee1290279fabc				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0583	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 79	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 4. 输入、输出与审计	审计记录必须追加写入并可关联业务任务、AGV、仓位、SUBLOT、外部请求/事件 ID。	审计记录必须追加写入并可关联业务任务、AGV、仓位、SUBLOT、外部请求/事件 ID。输入、输出或审计无法可靠持久化时，不得把步骤标记为成功。	a15dbb3e555d8c575fb048a4dc057fb9f61abe8173c9bcdb86742a8eb2f5c292	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	MES-integration-and-transport-demand	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	a1d2dd246438959aec9065fee813cfe3f858eaa59de3ae240fe3f696b32a679a	cf3466a7fea47d3c6be00bfaa87513a7eda1c741ffc771df7572357da93be78d				singleton	approval-candidate-not-approved	AP-IAM-SRC-02		
R02-A0584	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 79	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 4. 输入、输出与审计	输入、输出或审计无法可靠持久化时，不得把步骤标记为成功。	审计记录必须追加写入并可关联业务任务、AGV、仓位、SUBLOT、外部请求/事件 ID。输入、输出或审计无法可靠持久化时，不得把步骤标记为成功。	d908ef87e51da66e79a4d49d942bd3ab985f183dfbcd0a2eaac7d67d2572afed	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	d908ef87e51da66e79a4d49d942bd3ab985f183dfbcd0a2eaac7d67d2572afed	3c20c99c3bb913f3ba679ef8a9d7aed877b7dd4b9012d8e000b66dd23562a63a				singleton	approval-candidate-not-approved	AP-IAM-SRC-02		
R02-A0585	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 83	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 5. 重试规则	只有 [[workflow-step-catalog|步骤目录]] 明确标记“可重试”的步骤才允许配置重试。	只有 [[workflow-step-catalog|步骤目录]] 明确标记“可重试”的步骤才允许配置重试。	8f42f8c7c05731d3e875eea7e25b7cbc90b77ca2b47c2902e679f321988782c0	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	3a6d777603801556cf02cacc24a869c5c34d6360f21d7115c4b7c666fd005a36	f93b335c2a975a7e2749b533ce3029ddcc2fdd3a34c3a347852ac297985c9862				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0586	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 84	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 5. 重试规则	重试次数必须是有限非负整数，并配置固定或受限指数退避；	重试次数必须是有限非负整数，并配置固定或受限指数退避；不得配置无限重试。	f853384efdc18f5dd4474327c908b8de4a3224d14497bc1bbb06dcd64f7f985e	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	f853384efdc18f5dd4474327c908b8de4a3224d14497bc1bbb06dcd64f7f985e	c469add1b40c73651e41e825954d192fca1a752801af69236f4243ac31cc5605				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0587	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 84	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 5. 重试规则	不得配置无限重试。	重试次数必须是有限非负整数，并配置固定或受限指数退避；不得配置无限重试。	9d584cadc254bf06ccbfacb08d02732534d9234e3cb4b997f23578e0a797072a	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	9d584cadc254bf06ccbfacb08d02732534d9234e3cb4b997f23578e0a797072a	78dbddf73570be956a7f0a036b88c2cf76e9f0ef5a15cde6eb352fb7e5ce8a4f				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0588	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 85	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 5. 重试规则	参数校验失败、权限失败、安全联锁失败、业务冲突和明确的永久错误不得自动重试。	参数校验失败、权限失败、安全联锁失败、业务冲突和明确的永久错误不得自动重试。	a9fbfe700afceb198ed2107eb35d5c6f409b8edc146c83afc93877e06aa88521	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	identity-access-and-audit	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	a9fbfe700afceb198ed2107eb35d5c6f409b8edc146c83afc93877e06aa88521	21f5c1b34976285f7816f99ecbb58e56c585fd6fefa5a6bb872884c0df22c220				singleton	approval-candidate-not-approved	AP-IAM-SRC-02		
R02-A0589	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 86	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 5. 重试规则	对可能已产生副作用但结果未知的步骤，必须先对账；	对可能已产生副作用但结果未知的步骤，必须先对账；无法对账时转 `Failed`/`Suspended` 并告警。	c3165b8737aa639fbcd7d80ddf6269b97bfcd2266bbe1e5dcb81a20208bba5e3	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	c3165b8737aa639fbcd7d80ddf6269b97bfcd2266bbe1e5dcb81a20208bba5e3	3ba5dc724fafa5afa70f063672db0e822a71145b7a868eb70a4d27b0a0a44456				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0590	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 86	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 5. 重试规则	无法对账时转 `Failed`/`Suspended` 并告警。	对可能已产生副作用但结果未知的步骤，必须先对账；无法对账时转 `Failed`/`Suspended` 并告警。	443173bfc753a9127c1742cef1211b7a81a593b809a0a0922331a080bab53eb0	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	6ef59a1c2fc5a1c9b35bfeeed860d592a9de104f44dfe80a6dd1db743deb487d	c2f0a12814f36462e3941b1bb21adcec0d644f83072d611a009d268952c4793b				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0591	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 87	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 5. 重试规则	重试耗尽后步骤进入 `Failed`，流程不得自动越过失败步骤。	重试耗尽后步骤进入 `Failed`，流程不得自动越过失败步骤。	b55140d4b7b355de9cc8490459c4ec4d37619c84431d88cc3e1872cb59f5b933	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	8416469671564196486c360ab53a4f6a2d01e399d25e78673a11b930c33cb1aa	0226ecdd887627981bae1133e702eac6ff608094b3ae88e6585442dd0c34acc8				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0592	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 91	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 6. 条件跳过与强制安全步骤	只有步骤目录标记“可跳过”的步骤才能配置条件跳过。	只有步骤目录标记“可跳过”的步骤才能配置条件跳过。	f8a8c72ffd554da8e710dd6424f7dcea34d29bc4d1dced9ca171f66a78c069a1	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	f8a8c72ffd554da8e710dd6424f7dcea34d29bc4d1dced9ca171f66a78c069a1	572a6a7183a74eb57f86dab913f74e915f3543dc40fc15b9773fe8fed3f39963				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0593	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 92	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 6. 条件跳过与强制安全步骤	跳过条件只能使用开发预置的字段、比较运算和枚举，不得执行脚本、SQL、网络调用或读取未冻结的任意数据。	跳过条件只能使用开发预置的字段、比较运算和枚举，不得执行脚本、SQL、网络调用或读取未冻结的任意数据。	557c5d7afc8798b9458ca290fd11a2443de30ab8f6496b36a04b93e691e9602c	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	07a9d4b5472f2243a404d699fad11b70767ba92cadcd485881b4f3db0579a14b	104814029820a4742952c71ce1fdfa43aece0f12d60da63fa141c2e72898f811				singleton	approval-candidate-not-approved	AP-MES-SRC-04		
R02-A0594	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 93	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 6. 条件跳过与强制安全步骤	条件求值结果必须是明确的 `true` 或 `false`；	条件求值结果必须是明确的 `true` 或 `false`；字段缺失、类型错误、读取失败或结果未知时采用 fail-closed，不得按“可跳过”处理。	6e4960cde100b7e87525cabf64a1a72a839855e2ce81328cb810ea10b29031d4	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	9ef7bfe3116fe439ad18169826e4653fbfe21c462b06a51dfcfb01993b5eb32e	62ed43b2a61b559912e7fefcd791ddb0152acd29c37004ff292c5525e69bcc81				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0595	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 93	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 6. 条件跳过与强制安全步骤	字段缺失、类型错误、读取失败或结果未知时采用 fail-closed，不得按“可跳过”处理。	条件求值结果必须是明确的 `true` 或 `false`；字段缺失、类型错误、读取失败或结果未知时采用 fail-closed，不得按“可跳过”处理。	2d5a17d86b6b9e003a06007e8aeabb6cc68d0bd90d0bae87db236352f5a6506a	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	727f11094e0a576f73b113811a32890bc9f2a9de3207e54fd929352d4faa42b1	8ccfc45fdaa0a4b083891de3a3957f0b092f3b173ed17f4bd7ea1de2c21bf57f				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0596	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 94	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 6. 条件跳过与强制安全步骤	步骤目录标记为“强制安全步骤”的步骤禁止跳过，即使管理员配置了跳过条件、上游输出声称已满足或手动覆盖模板匹配，也必须执行并取得明确成功结果。	步骤目录标记为“强制安全步骤”的步骤禁止跳过，即使管理员配置了跳过条件、上游输出声称已满足或手动覆盖模板匹配，也必须执行并取得明确成功结果。	4f3c64f1bf525cc500cc72f6801aaaa78c64ce0c4fdb741be77e833f58a270e3	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	4f3c64f1bf525cc500cc72f6801aaaa78c64ce0c4fdb741be77e833f58a270e3	32c3df71dbaddc17c4a054b89de78201d91ac71c39aa356ae69dfbbbc6a150eb				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0597	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 95	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 6. 条件跳过与强制安全步骤	光幕、仓门、门锁、移动安全联锁、身份/权限校验等强制安全结论不得从历史成功结果长期复用；	光幕、仓门、门锁、移动安全联锁、身份/权限校验等强制安全结论不得从历史成功结果长期复用；必须按步骤定义在相应危险动作前读取当前有效状态。	095581028138811d4288f2a7132d36b8eceb67f327f58605e191bf174b6e8654	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	identity-access-and-audit	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	095581028138811d4288f2a7132d36b8eceb67f327f58605e191bf174b6e8654	a2e05cc7f6aa63cfaeb0b2e67b6844e91f192fcea04bbcab15b3a3569ae56607				singleton	approval-candidate-not-approved	AP-IAM-SRC-02		
R02-A0598	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 95	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 6. 条件跳过与强制安全步骤	必须按步骤定义在相应危险动作前读取当前有效状态。	光幕、仓门、门锁、移动安全联锁、身份/权限校验等强制安全结论不得从历史成功结果长期复用；必须按步骤定义在相应危险动作前读取当前有效状态。	34447c92185acb7d9f463f031ad28932136a5d26e6307debe7aaa393d95eb672	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	34447c92185acb7d9f463f031ad28932136a5d26e6307debe7aaa393d95eb672	ad05c255c9947502d68c405ff3621e5bc451e8f5d40a026725182ea44ff65c60				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0599	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 99	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 7. 等待外部事件	等待步骤必须声明事件类型、关联键、允许来源、数据校验、去重键、超时和超时处理。	等待步骤必须声明事件类型、关联键、允许来源、数据校验、去重键、超时和超时处理。	38dac4f3e8e2ff6f58c406c9889841f4afb94aca5cd6a537af06a6582ceddb13	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	38dac4f3e8e2ff6f58c406c9889841f4afb94aca5cd6a537af06a6582ceddb13	ff35b8a99aaba5140a4a87e115e890d840580b64eb3733e988585f597c8521b4				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
R02-A0600	R02	R02-15	requirement-documents/02-business-rules/br-006-workflow-step-execution.md	0ff765a61ad43e3ad9b30fdcf43b7c1c3c8999837c7bc7213a7dd45cda22c7a4	line 100	BR-006 Workflow Step Execution 流程步骤执行规则 > Rule Statement 规则内容 > 7. 等待外部事件	仅当前流程实例的当前等待步骤可以消费匹配事件；	仅当前流程实例的当前等待步骤可以消费匹配事件；早到事件按预置策略安全暂存或拒绝，迟到事件只记录审计，不得推进已结束/已离开步骤的流程。	60f4798eec5825d985b4c8988f1f216f29b78059b479d4c621c9ae99415dc6dd	internal-modeling-candidate	self-asserted-confirmed-or-internal-derived-without-evidence	slot-hardware-and-material-handling	needs-source-and-explicit-approval	unknown-source-internal-workflow-execution-model; formed-with:R02-26	none-found-within-r02-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	60f4798eec5825d985b4c8988f1f216f29b78059b479d4c621c9ae99415dc6dd	ad519368f34cb9bc698dd685311eeab8c93908f9dc1c44b76c89c2eb38b0fe0c				singleton	approval-candidate-not-approved	AP-SLOT-SRC-02		
